id,price,brand,brandI,Amortizatoriai galiniai:,Balnelis:,Diskiniai stabdžiai:,Dviračių tipai:,Galinis permetėjas:,Kategorija:,Licencijos (filmukų herojai):,Padangos:,Pakuotė:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pardavėjas:,Pavarų perjungimo rankenėlė:,Pavarų skaičius:,Pedalai:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinis permetėjas:,Ratlankiai:,Ratų skersmuo:,Rekomend. amžius nuo:,Rekomenduojamas ūgis:,Rėmas:,Rėmo dydis:,Rūšis:,Skirta:,Stabdžių sistema:,Svoris:,Visos šio ženklo prekės:,Šakė:
969,48.68,,VIGA PolarB Wooden Fox Ride ant minkštų ratų,,,,,,Dviračiai,,,,"0,12 x 0,28 x 0,47 m, 0,9 kg",,"EasyShop, 					            TOPnuolaidos LT",,,,90660670,1 vnt.,,,,,,,,,,,,,,
970,499.0,Davi,"Vaikiškas dviratis Davi Flint Disc 24"", 125-155 cm, 21 stipinas, raudonas",Nėra,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,4 x 0,2 x 0,8 m, 12 kg",,DaviBikes,Ltwoo,21,,91513746,1 vnt.,Davi,Nenurodyta,Aliuminiai,"24 """,,130-155 cm,Aliuminis,13 cm,"Davi, vaikiški dviračiai","Berniukams, 					            Mergaitėms",Diskiniai mechaniniai,16 kg,Visos Davi prekės,Amortizuojanti
971,178.0,,"Dviratis AL 20"" Formula STORMER BH rėmas-10"" bronza su krepšiu su sparnu",Nenurodyta,,,Vaikiški,Nėra,Dviračiai,,,,"1,41 x 0,82 x 0,21 m, 10,7 kg",,Gibox,Nėra,1,,91633486,1 vnt.,Nenurodyta,Nėra,Aliuminiai,"20 """,,110-130 cm,Aliuminis,10 cm,"Nenurodyta, vaikiški dviračiai","Berniukams, 					            Mergaitėms",V-Brake,10.7 kg,Visos Nenurodyta prekės,Nenurodyta
972,160.99,,"Dviračio 18"" Formula ALICIA abdžių rėmas-9"" baltas su ovu lėlėms su krepšiu su sparnu",,,,,,Dviračiai,,,,"1,41 x 0,82 x 0,21 m, 12 kg",,"Pro Baltic, 					            Gibox, 					            Minced",,,,91633536,1 vnt.,,,,,,,,,,,,,,
973,385.0,,"Dviratis AL 24"" Leon JUNIOR AM DD rėmas-12"" juodas su raudonu (m)",Nenurodyta,,,Miesto,Nenurodyta,Dviračiai,,,,"1,41 x 0,82 x 0,21 m, 12 kg",,Gibox,Nenurodyta,21,,91633636,1 vnt.,Nenurodyta,Nenurodyta,-,"24 """,,125-150 cm,Aliuminis,12 cm,"Nenurodyta, miesto dviračiai",Universalus,Nenurodyta,13.3 kg,Visos Nenurodyta prekės,Nenurodyta
974,427.0,,"Dviratis AL 26"" Leon SUPER JUNIOR AM DD rėmas-13"" juodas su raudonu (m)",,,,,,Dviračiai,,,,"1,41 x 0,82 x 0,21 m, 16 kg",,Gibox,,,,91633696,1 vnt.,,,,,,,,,,,,,,
975,287.0,,"Dviratis 28"" COMFORT MALE anetinis rėmas - 22"" juodas (m) su galine bagažine su sparnu",Nenurodyta,,,Miesto,Nenurodyta,Dviračiai,,,,"1,41 x 0,82 x 0,21 m, 17,7 kg",,Gibox,Nenurodyta,1,,91633796,1 vnt.,Nenurodyta,Nenurodyta,-,"28 """,,175-190 cm,Plieninis,22 cm,"Nenurodyta, miesto dviračiai",Moterims,Nenurodyta,17.700 kg,Visos Nenurodyta prekės,Nenurodyta
976,369.0,ROMET,"Dviratis Romet Jolene 7.0, 27.5"" 17-M, turkio spalvos",Nėra,,Ne,Kalnų,Shimano Tourney RD-TY300D,Dviračiai,,,,"1,52 x 0,22 x 0,8 m, 16 kg",,"GravaLV, 					            Velomarket OÜ","priekinis - Shimano ST-EF41 3 speed , galinis - Shimano ST-EF41 7 speed",21,FP-804,92073886,1 vnt.,Romet,Nenurodyta,,"27.5 """,,158-170 cm,Aliuminis,17 cm,"Romet, kalnų dviračiai",Moterims,V-tipo,15.20 kg,Visos ROMET prekės,Amortizuojanti
977,398.0,ROMET,"Dviratis Romet Jolene 7.2 2024, 27.5'', raudonas",Nėra,,Taip,Kalnų,Shimano Acera RD-M3020 SGS,Dviračiai,,27.5x2.10,140 x 80 x 20 cm,"1,4 x 0,2 x 0,75 m, 16,5 kg",,GravaLV,Shimano ST-EF505 3-pavarų / Shimano ST-EF505 8-pavarų,24,FP-971 aliumininiai,92409357,1 vnt.,Romet,,"27,5","27.5 """,,"155-165 cm, 					            163-172 cm",Aliuminis,15 cm,"Romet, kalnų dviračiai",Moterims,Diskiniai hidrauliniai,14 kg,Visos ROMET prekės,Amortizuojanti
978,199.0,Mexller,Vaikiškas dviratis Mexller BMX 20 mėlynas dviratis berniukui,Nėra,,Ne,Vaikiški,TORPEDO,Dviračiai,,20x1.75,,"1,1 x 0,19 x 0,5 m, 12 kg",,RoweroSfera,1,1,Plastic,92417587,1 vnt.,Mexller,Nėra,20,"20 """,,105-135 cm,Plieninis,20 cm,"Mexller, vaikiški dviračiai",Berniukams,Nenurodyta,11 kg,Visos Mexller prekės,Plienas
979,189.0,,Vaikiškas dviratis Mexller BMX 16 mėlynas dviratis berniukui,,,Ne,Vaikiški,TORPEDO,Dviračiai,,16x1.75,,"1 x 0,19 x 0,5 m, 12 kg",,RoweroSfera,1,1,Plastic,92418187,1 vnt.,,Nėra,16,"16 """,,,,,,Berniukams,Nenurodyta,11 kg,,Plienas
980,399.0,Karbon,MTB Kalnų dviratis Karbon SL 20 Shimano Altus LENKIJOS GAMINTOJAS 8 kg!,Nėra,MTB,,Kalnų,Shimano Altus RD-M310,Dviračiai,,,,"1 x 0,2 x 0,6 m, 8 kg",,RoweroSfera,SHIMANO,,Aliuminio,92548512,1 vnt.,Karbon,Nėra,20,"20 """,,115-135 cm,,14 cm,"Karbon, kalnų dviračiai","Berniukams, 					            Mergaitėms",V-tipo,,Visos Karbon prekės,Kieta
981,249.0,Mexller,"Kalnų dviratis Mexller Hurrican 26"", juodas/pilkas",Nėra,MTB,,Kalnų,Shimano Tourney RD-TX800,Dviračiai,,26x1.95,,"1,3 x 0,2 x 0,6 m, 13 kg",,RoweroSfera,SHIMANO,21,Aliuminio,92549052,1 vnt.,Mexller,Shimano,Dvigubi aliumininiai,"20 """,,140-160 cm,Plieninis,14 cm,"Mexller, kalnų dviračiai","Berniukams, 					            Mergaitėms",Diskiniai mechaniniai,16.2 kg,Visos Mexller prekės,Amortizuojanti
982,466.53,,"KROSS Hexagon 6.0 bla-gry-pew g kalnų (MTB) dviratis (29"") - S dydis",,Yibotong K-SAN YBT-6035F140,,,SHIMANO ACERA M360,Dviračiai,,Wanda P1255 27.5X2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,,24,FP-917N,93290438,1 vnt.,,,Kross,"29 """,,,Aliuminis,,,,,,,Amortizuojanti
983,368.61,,"KROSS Hexagon 3.0 nbl-ora-whi m kalnų (MTB) dviratis (26"") - S dydis",,Kross,,,Shimano Tourney TY300,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano EF41,21,FP-804,93290953,1 vnt.,,,Kross,,,,,,,,,,,Amortizuojanti
984,357.21,,"KROSS Hexagon 2.0 nbl-lim-gry m kalnų (MTB) dviratis (27.5"") - M dydis",,Yibotong YBT-K610F046,,,SHIMANO ALTUS M-310,Dviračiai,,Wanda P1255 27.5X2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano EF41,21,FP-804,93291188,1 vnt.,,,,,,,,,,,,,,
985,384.88,,"KROSS Hexagon 3.0 pew-blu-gry m kalnų (MTB) dviratis (26"") - S dydis",,Yibotong YBT-K610F046,,,SHIMANO ALTUS M-310,Dviračiai,,Wanda P1255 26x2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano EF41,21,FP-804,93291223,1 vnt.,,,,,,,,,,,,,,
986,492.19,,"KROSS Lea 6.0 ora-blu m Moteriškas kalnų (MTB) dviratis (27.5"") - XS dydis",,,,,SHIMANO ACERA M360,Dviračiai,,Wanda P1255 27.5X2.1,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano EF505,24,FP-917N,93291468,1 vnt.,,,Kross,,,,,,,,,,,
987,448.15,,"KROSS Evado 3.0 nbl-sil m hibridinis dviratis (28"") N - XL dydis",,Selle Royal Shadow+,,,SHIMANO ACERA M360,Dviračiai,,Wanda G5001 28x1.75,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Acera ST-EF500,24,FP-917N,93292013,1 vnt.,,,Kross Aluminium 622X19,,,,,,,,,,,SR Suntour NEX
988,669.03,,"KROSS Lea 2.0 min-pur g moteriškas kalnų (MTB) dviratis (29"") - M dydis",,Kross,,,SHIMANO ALTUS M-310,Dviračiai,,"Wanda P1288 27,5X2,25",,"1,57 x 0,25 x 0,9 m, 19 kg",,Minced,Shimano Tourney ST-EF41,21,Plastikiniai,93292413,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
989,357.52,,"KROSS Hexagon 2.0 lim-blu g kalnų (MTB) dviratis (29"") - M dydis",,Kross,,,SHIMANO ALTUS M-310,Dviračiai,,"Wanda P1288 27,5X2,25",,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano Tourney ST-EF41,21,Plastikiniai,93292513,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
990,438.24,,"KROSS Hexagon 3.0 gry-nbl g kalnų (MTB) dviratis (29"") - L dydis",,Kross,,,Guli GL-B43R,Dviračiai,,Wanda P1288 27.5x2.25,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,,,93292538,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
991,501.0,,"KROSS Lea 4.0 D per-pur m moteriškas kalnų (MTB) dviratis (29"") - M dydis",,Kross,,,Guli GL-B43R,Dviračiai,,,,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,16,Plastikiniai,93292628,1 vnt.,,,,,,,Aliuminis,,,,,,,SR SUNTOUR NVX-30
992,464.66,,"KROSS Hexagon 3.0 bro-bla g kalnų (MTB) dviratis (29"") - M dydis",,Kross,,,Guli GL-B43R,Dviračiai,,"Wanda P1288 27,5X2,25",,"1,57 x 0,25 x 0,9 m, 19 kg",,Ultrabike LT,Shimano altus M315,16,Plastikiniai,93292688,1 vnt.,,,Kross Aluminium 622X19,,,,Aliuminis,,,,,,,
993,14.62,,100 vnt 25 mm U formos silicio gnybtas 304 nerūdijančio klevo nuimami oro vamzdžių linijos spaustukai,,,,,,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,Trendy Shop,,,,100600091,1 vnt.,,,,,,,,,,,,,,
994,23.76,,"Dviejų pakuočių poliarizuoti dviračių akiniai vyrams ir moterims, apsauginiai slidinėjimo akiniai, skirti važinėti dviračiu lauke, važinėti motociklu, žvejoti",,,,,,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,TechRise Direct,,,,104317916,1 vnt.,,,,,,,,,,,,,,
995,17.73,,"Vėjo nepraleidžiantys sportiniai akiniai motociklams, slidinėjimui ir dviračiams, apsauga nuo UV spindulių, juodi rėmeliai ir nosies pagalvėlės",,,,,,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,TechRise Direct,,,,104317936,1 vnt.,,,,,,,,,,,,,,
996,115.09,,"Triratukas Moovkee Mike Pro Sweet, rožinis/juodas",,,,,,Dviračiai,,,,"0,5 x 0,5 x 0,58 m, 7 kg",,ABC Žaislai,,,,104571392,1 vnt.,,,,,,,,,,,,,,
997,13.93,,2024 Uv400 veidrodiniai akiniai nuo saulės bėgimo kelionės dviračių akiniai OEM sportiniai poliarizuoti akiniai nuo saulės Sidabriniai lęšiai sportiniai akiniai nuo saulės C7 pakuotė,,,,,,Dviračiai,,,,"0,1 x 0,1 x 0,1 m, 0,1 kg",,TechRise Direct,,,,109263881,1 vnt.,,,,,,,,,,,,,,
998,84.34,,"Vaikiškas dviratis Milly Mally Dragon, spalvotas",,,,,,Dviračiai,,,,"0,5 x 0,5 x 0,55 m, 3 kg",,ABC Žaislai,,,,113170195,1 vnt.,,,,,,,,,,,,,,
999,659.0,The Sliders,"Sulankstomas dviratis - paspirtukas The-sliders Lite 2 in 1, melynas",Nenurodyta,Nenurodyta,Ne,Sulankstomi,SHIMANO,Dviračiai,,20,Nenurodyta,"1,42 x 0,52 x 0,68 m, 11 kg",,Pigu.lt,Nenurodyta,3,Nenurodyta,29197985,1 vnt.,The Sliders,Nenurodyta,20,"20 """,,160-185 cm,Anglies pluošto,20 cm,"The Sliders, sulankstomi dviračiai",Universalus,Tektro V-brakes,- kg,Visos The Sliders prekės,"Suntour XCT30 HLO; spyruoklinė; 100mm amortizacijos eiga; Rakinama; 29x2.25"" - plačiausia galima priekinė padanga"
1000,659.0,The Sliders,"Sulankstomas dviratis - paspirtukas The-sliders Lite 2 in 1 , juodas",Nenurodyta,Nenurodyta,Ne,Sulankstomi,SHIMANO,Dviračiai,,20,Nenurodyta,"1,42 x 0,52 x 0,68 m, 11 kg",,Pigu.lt,3 vidinių pavarų,3,Nenurodyta,29198000,1 vnt.,The Sliders,Nenurodyta,20,"20 """,,160-185 cm,Anglies pluošto,20 cm,"The Sliders, sulankstomi dviračiai",Universalus,Tektro V-brakes,10.5 kg,Visos The Sliders prekės,Aliuminis
1001,699.93,Enero,"Triratis reabilitacijai Enero Rower 24"", 6 bėgių, raudonas",Nenurodyta,Nenurodyta,,Triračiai,SHIMANO,Dviračiai,,24x1.75,167x112x72 cm,"1,67 x 0,45 x 0,72 m, 27 kg",,Buying Solutions,Nenurodyta,6,Plastikiniai,29305730,1 vnt.,Enero,Nenurodyta,Aliumininiai,"24 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Plieninis,24 cm,"Enero, triračiai dviračiai","Moterims, 					            Universalus, 					            Vyrams",V-Brake,25 kg,Visos Enero prekės,Nenurodyta
1002,126.0,Bimbo bike,"Dviratukas vaikams Bimbo Bike 12"" Game, mėlynas/baltas",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"1,6 x 0,52 x 0,5 m, 6 kg",,Pigu.lt,Nenurodyta,2,,29594535,1 vnt.,Bimbo bike,Nenurodyta,20,"12 """,3 m.,85-100 cm,Plieninis,14 cm,"Bimbo bike, vaikiški dviračiai",Universalus,Nenurodyta,- kg,Visos Bimbo bike prekės,Nenurodyta
1003,503.7,PUKY,"Vaikiškas dviratis PUKY CYKE 18"", rožinis",Nėra,Yra,Ne,Vaikiški,Nėra,Dviračiai,,Nenurodyta,,"1,8 x 0,19 x 1,07 m, 11 kg",,Pro Baltic,Nėra,1,Plastikiniai,36481808,1 vnt.,Puky,Nėra,Aliumininiai,"18 """,,113-140 cm,Aliuminis,18 cm,"Puky, vaikiški dviračiai","Mergaitėms, 					            Universalus","Priekiniai – V-tipo, galiniai – pedalų",7.9 kg,Visos PUKY prekės,Kieta
1004,399.0,ROMET,"Kalnų dviratis Romet Rambler R7.0 27.5"" 2022, tamsiai pilkas",Nėra,Vader,Ne,Kalnų,Shimano Tourney RD-TY300,Dviračiai,,27.5x2.10,,"1,4 x 0,45 x 0,7 m, 15 kg",,"Velomarket OÜ, 					            Pro Baltic",Shimano ST-EF41 3 pavarų / Shimano ST-EF41 7 pavarų,21,FP-804,46033008,1 vnt.,Romet,Nenurodyta,Aliumininiai,"27.5 """,,160-170 cm,Aliuminis,19 cm,"Romet, kalnų dviračiai","Universalus, 					            Vyrams",V-tipo,15.3 kg,Visos ROMET prekės,Amortizuojanti
1005,621.97,ROMET,"Kalnų dviratis Romet Rambler R7.2 27.5"" 2022, juodas/mėlynas",Nėra,Vader,Taip,Kalnų,SHIMANO ACERA RDM-360,Dviračiai,,27.5x2.10,,"1,4 x 0,45 x 0,7 m, 16 kg",,"Pro Baltic, 					            Minced",Shimano ST-TX800 3 pavarų / Shimano ST-TX800 8 pavarų,24,FP-804,46033098,1 vnt.,Romet,Nenurodyta,Aliumininiai,"27.5 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Aliuminis,19 cm,"Romet, kalnų dviračiai","Universalus, 					            Vyrams",Diskiniai mechaniniai,16 kg,Visos ROMET prekės,Amortizuojanti
1006,530.44,ROMET,"Kalnų dviratis Romet Jolene 6.2 26"" 2022, juodas/žalias",Nenurodyta,Romet MTB,Taip,Kalnų,Shimano Tourney TY300D,Dviračiai,,"26×2,0",,"1,5 x 0,8 x 0,69 m, 17,5 kg",,Minced,Shimano ST-EF41 3 pavarų / Shimano ST-EF41 7 pavarų,21,FP-804,46033558,1 vnt.,Romet,Nenurodyta,Aliuminiai sustiprinti,"26 """,,"132-160 cm, 					            160-170 cm, 					            180-190 cm",Aliuminis,19 cm,"Romet, kalnų dviračiai",Moterims,Diskiniai mechaniniai,14.5 kg,Visos ROMET prekės,Amortizuojanti
1007,577.79,ROMET,"Dviratis Romet Orkan 1D, 28"" 2022, rožinis",Nėra,Vader,Taip,Hibridiniai,Shimano Acera RD-M360,Dviračiai,,,,"1,4 x 0,45 x 0,8 m, 16 kg",,Minced,Shimano ST-EF500 3 pavarų / Shimano ST-EF500 7 pavarų,21,FP-804,46034138,1 vnt.,Romet,Nenurodyta,Dvigubi aliumininiai,"28 """,,160-170 cm,Aliuminis,15 cm,"Romet, hibridiniai dviračiai",Moterims,Diskiniai mechaniniai,13.5 kg,Visos ROMET prekės,Amortizuojanti
1008,339.0,ROMET,"Dviratis Romet Vintage Classic M 28"" Alu 2022, raudonas",Nėra,,,Miesto,Shimano Nexus 3 pavarų,Dviračiai,,,,"1,5 x 0,45 x 0,7 m, 16,5 kg",,"Pigu.lt, 					            Minced, 					            PowerSPORT",Shimano Nexus 3 pavarų,3,,46034773,1 vnt.,Romet,Nėra,Aliuminiai sustiprinti,"28 """,,165-185 cm,Aliuminis,18 cm,"Romet, miesto dviračiai",Vyrams,V formos stabdžiai,16 kg,Visos ROMET prekės,Standi
1009,472.35,ROMET,"Miesto dviratis Romet Art Deco Classic 28"" Alu 2022, pilkas",Nėra,Romet City,Ne,Miesto,Shimano Nexus 3,Dviračiai,,28x1.75,,"1,4 x 0,8 x 0,69 m, 18 kg",,"Velomarket OÜ, 					            KATARATA, 					            Minced, 					            PowerSPORT",Shimano Nexus 3,3,FP-833,46034948,1 vnt.,Romet,Nėra,Aliumininiai,"28 """,,"170-180 cm, 					            180-190 cm",Aliuminis,18 cm,"Romet, miesto dviračiai","Moterims, 					            Universalus","Priekiniai – V-tipo, galiniai – pedalų",16.5 kg,Visos ROMET prekės,Amortizuojanti
1010,310.55,ROMET,"Dviratis Romet Tola, 16""",Nenurodyta,,,Vaikiški,Nenurodyta,Dviračiai,,,,"2 x 0,5 x 1 m, 10 kg",,"EasyShop, 					            Minced",Nenurodyta,Nenurodyta,,46035708,1 vnt.,Romet,Nenurodyta,Nenurodyta,"16 """,,95-110 cm,Plieninis,10 cm,"Romet, vaikiški dviračiai","Berniukams, 					            Mergaitėms",Nenurodyta,- kg,Visos ROMET prekės,Nenurodyta
1011,448.12,Kross,"Dviratis vaikams Kross Level Mini 3.0 Light 20"", mėlynas",Nenurodyta,,,Vaikiški,SHIMANO TY21,Dviračiai,,,,"0,9 x 0,25 x 0,6 m, 11 kg",,Minced,Shimano TX30,6,,46605462,1 vnt.,Kross,Nėra,Kross,"20 """,,"113-140 cm, 					            125-150 cm, 					            132-160 cm",Aliuminis,11 cm,"Kross, vaikiški dviračiai",Berniukams,V-tipo,9.65 kg,Visos Kross prekės,Amortizuojanti
1012,339.0,ROMET,"Miesto dviratis Romet Pop Art Eco 28"" Alu 2022, violetinis",Nenurodyta,Romet City,,Miesto,Shimano Nexus 3 pavarų,Dviračiai,,28x1.75,,"1,3 x 0,45 x 0,8 m, 16 kg",,"Pigu.lt, 					            GravaLV, 					            Velomarket OÜ, 					            Minced, 					            PowerSPORT",Shimano Nexus 3 pavarų,3,FP-804,47551722,1 vnt.,Romet,Nenurodyta,Dvigubi aliumininiai,"28 """,,"170-180 cm, 					            180-190 cm",Aliuminis,18 cm,"Romet, miesto dviračiai","Moterims, 					            Universalus",V-tipo,15.3 kg,Visos ROMET prekės,Kieta
1013,138.7,Bikestar,"Vaikiškas dviratis Bikestar Classic 12"", violetinis",Nėra,,,Vaikiški,Nėra,Dviračiai,,,,"0,95 x 0,52 x 0,68 m, 9 kg",,Solit,Nėra,Nenurodyta,,52871684,1 vnt.,Bikestar,Nėra,Aliuminiai,"12 """,3 m.,70-113 cm,Plieninis,11 cm,"Bikestar, vaikiški dviračiai",Mergaitėms,Nenurodyta,8 kg,Visos Bikestar prekės,Kieta
1014,223.6,Volare,"Vaikiškas dviratis mergaitėms 18""",Nėra,,,Miesto,Nenurodyta,Dviračiai,,,,"1,15 x 0,45 x 0,58 m, 8,5 kg",,"Tommytoys. lv, 					            Kouket",Nenurodyta,Nenurodyta,,53197589,1 vnt.,Volare,Nenurodyta,Nenurodyta,"18 """,,113-140 cm,Aliuminis,24 cm,"Volare, miesto dviračiai",Mergaitėms,priekiniai V- tipo aliumininiai / galiniai būgniniai,- kg,Visos Volare prekės,Nenurodyta
1015,419.95,Mafia,"Mafia Kush 2+ 20"" BMX Freestyle dviratis, rožinis",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,35 x 0,62 x 0,69 m, 11,79 kg",,BE SECURE BALTICS UAB,Nenurodyta,Nenurodyta,,53568803,1 vnt.,Mafia,Nenurodyta,Nenurodyta,"20 """,,"160-170 cm, 					            170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Mafia, bmx dviračiai",Mergaitėms,U-tipo,11.7 kg,Visos Mafia prekės,Nenurodyta
1016,419.95,Mafia,"Mafia Kush 2+ 20"" BMX Freestyle dviratis, Brooks",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,35 x 0,62 x 0,69 m, 11,79 kg",,BE SECURE BALTICS UAB,Nenurodyta,Nenurodyta,,53569413,1 vnt.,Mafia,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Mafia, bmx dviračiai",Mergaitėms,U-tipo,11.7 kg,Visos Mafia prekės,Nenurodyta
1017,759.95,Wethepeople,"Wethepeople Crysis 20"" 2021 BMX Freestyle dviratis, Midnight Green",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,3 x 0,45 x 0,7 m, 11,96 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53672098,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"180-190 cm, 					            190-200 cm",Plieninis,20 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,11.9 kg,Visos Wethepeople prekės,Nenurodyta
1018,659.95,Wethepeople,"Wethepeople CRS 20"" 2021 BMX Freestyle dviratis Galactic Purple",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,45 x 0,7 m, 12,14 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53673263,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,113-140 cm,Plieninis,8 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,12.1 kg,Visos Wethepeople prekės,Nenurodyta
1019,469.95,Tall Order,"Tall Order Ramp Medium 20'' 2022 BMX Freestyle dviratis, Gloss Black",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,7 m, 11,41 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53702628,1 vnt.,Tall Order,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,8 cm,"Tall Order, bmx dviračiai",Universalus,U-tipo,- kg,Visos Tall Order prekės,Nenurodyta
1020,679.95,Wethepeople,"Wethepeople Arcade 20"" 2021 BMX Freestyle dviratis Candy Red",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,23 x 0,55 x 0,7 m, 12,56 kg",,"KATARATA, 					            BE SECURE BALTICS UAB",Nenurodyta,1,,53703113,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,20 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,- kg,Visos Wethepeople prekės,Nenurodyta
1021,449.95,Stolen,"Stolen Agent 16'' 2022 BMX Freestyle dviratis, juodas",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,19 x 0,55 x 0,9 m, 10,05 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53703728,1 vnt.,Stolen,Nenurodyta,Nenurodyta,"16 """,,"132-160 cm, 					            160-170 cm",Plieninis,16 cm,"Stolen, bmx dviračiai",Universalus,U-tipo,10 kg,Visos Stolen prekės,Nenurodyta
1022,689.95,Wethepeople,"Wethepeople Justice 20"" 2021 BMX Freestyle dviratis, Matt Ghost Grey",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,55 x 0,7 m, 11,61 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53726633,1 vnt.,Wethepeople,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Wethepeople, bmx dviračiai",Universalus,U-tipo,11.6 kg,Visos Wethepeople prekės,Nenurodyta
1023,699.95,Colony,"Colony Emerge 20"" 2021 BMX Freestyle dviratis, Gloss Black / Grey Camo Tyres",Nenurodyta,,,BMX,Nenurodyta,Dviračiai,,,,"1,2 x 0,55 x 0,7 m, 11,5 kg",,BE SECURE BALTICS UAB,Nenurodyta,1,,53761383,1 vnt.,Colony,Nenurodyta,Nenurodyta,"20 """,,"170-180 cm, 					            180-190 cm",Plieninis,9 cm,"Colony, bmx dviračiai",Universalus,U-tipo,- kg,Visos Colony prekės,Nenurodyta
1024,675.64,Rocksbike,"Kalnų dviratis 28"" COMFORT 3.0/8681933422248 ROCKSBIKE",Nėra,,,Miesto,SHIMANO,Dviračiai,,,,"1,48 x 0,55 x 0,75 m, 14,9 kg",,Minced,Nenurodyta,21,,53764064,1 vnt.,Rocksbike,Nenurodyta,-,"28 """,,164-175 cm,Aliuminis,18 cm,"Rocksbike, miesto dviračiai",Moterims,Nenurodyta,- kg,Visos Rocksbike prekės,Nenurodyta
1025,129.0,,"Dviratukas vaikams Huffy Spider-Man 12"" Bike, mėlynas/raudonas",Nenurodyta,,Ne,Vaikiški,Nenurodyta,Dviračiai,Žmogus voras (Spiderman),12,,"0,77 x 0,4 x 0,16 m, 6,8 kg",,"Pigu.lt, 					            Kouket, 					            Brandberry, 					            Digizone",Nenurodyta,Nenurodyta,,54037009,1 vnt.,Nenurodyta,Nenurodyta,Plastikiniai,"12 """,3 m.,70-113 cm,Plieninis,12 cm,"Nenurodyta, vaikiški dviračiai",Berniukams,Nenurodyta,6.8 kg,Visos Nenurodyta prekės,Kieta
1026,619.0,Fuji,"Kalnų dviratis Fuji Nevada 1.9, 29”, 2021, melsvai žalias",Nenurodyta,Fuji Performance Saddle,Taip,Kalnų,Shimano Tourney,Dviračiai,,"WTB Ranger Comp, 29” x 2.25”, 27tpi",,"1,6 x 0,52 x 0,5 m, 10 kg",,Velostreet,"Shimano EF41, EZ Fire, 3 x 7-speed",21,Resin platform,54254964,1 vnt.,Fuji,Nenurodyta,"29""","29 """,,"160-185 cm, 					            190-200 cm",Aliuminis,19 cm,"Fuji, kalnų dviračiai",Vyrams,Diskiniai mechaniniai,- kg,Visos Fuji prekės,Nenurodyta
