id,price,brand,brandI,3G:,4G:,5G:,Atminties kortelės talpa:,Atminties kortelės tipas:,Aukštis:,Baterijos talpa (mAh):,Baterijos tipas:,Bluetooth:,Blykstė:,Budėjimo laikas iki:,Ekrano tipas:,Ekrano įstrižainė:,Fotografavimo galimybė:,GPS:,Gamintojo kodas:,Gamintojo procesorius:,Grafinis išdėstymas:,Gylis:,Jungties tipas:,Kategorija:,Kita informacija:,Kolonėlės:,Korpusas:,Maksimali raiška:,Maksimalus naudojimo laikas (val.):,Matmenys:,Operacinė sistema:,Operacinės sistemos versija:,Operatyvinė atmintis (RAM):,Pagrindinė kamera:,Pakuotės išmatavimai ir svoris (1):,Pakuotės išmatavimai ir svoris (2):,Pakuotės turinys* (*komplektacija gali keistis):,Palaikomi formatai:,Palaikomos technologijos:,Pardavėjas:,Plotis:,Prekės ID:,Prekės pakuočių kiekis:,Prekės ženklas:,Priekinė kamera:,Procesoriaus taktinis dažnis:,Procesoriaus tipas:,Rūšis:,SIM:,Skambinimo funkcija:,Skirta vaikams:,Spalva:,Svoris:,USB jungtys:,Vaizdo didinimas:,Vidinė atmintis:,Visos šio ženklo prekės:,WiFi:
692,1251.79,Samsung,Samsung TAB S8 Plus,Nenurodyta,Taip,Nenurodyta,,,,,,,,,WQXGA,"12.4""",,Galileo,"SM-X800NZABEUE,SM-X800NZABEUE#",,,,,Planšetiniai kompiuteriai,,,,2800 x 1752,,,"Android, 					            Android 12",,8 MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",,53279189,1 vnt.,Samsung,,,Qualcomm Snapdragon,"Samsung, 12.4"" planšetiniai kompiuteriai",,,Nenurodyta,,0.567 kg,,,256 GB,Visos Samsung prekės,
693,165.95,Umax,"UMAX planšetinis kompiuteris VisionBook 11T LTE Pro/ 10,95"" IPS/ 2000x1200/ T606/ 6GB/ 128GB Flash/ USB-C/ SD/ micro SIM/ Android 12",,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,64 x 0,38 x 0,08 m, 0,83 kg",,,,,"Solit, 					            ShoppingArea",,80055105,1 vnt.,Umax,,,,,,,,,,,,,Visos Umax prekės,
694,132.85,Blackview,"BlackView Tab7 10,1"" 3/32GB LTE TAB7SILVER",Taip,Taip,Ne,,Micro SDXC,24.13 cm,6580,,Yra,,,IPS LCD,"10.1"" (~25.6 cm)",,Yra,"TAB7-SR/BV,Tab7/Silver,TAB7SILVER",,,0.83 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android 11,,3000 MB,5 MP,"0,27 x 0,2 x 0,07 m, 0,8 kg",,,,,"Pro Baltic, 					            KATARATA",16 cm,60613473,1 vnt.,Blackview,2 MP,1.8 GHz,Tiger T310,"Blackview, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Sidabrinė,0.536 kg,USB Type-C,,32 GB,Visos Blackview prekės,Yra
695,1397.89,Microsoft,Planšetinis kompiuteris Microsoft Surface Pro 7+,Nenurodyta,Taip,Ne,,,,,,,,,Nenurodyta,"12.3"" (~31.24 cm)",,Yra,1NA-00018,,,,,Planšetiniai kompiuteriai,,,,2736 x 1824,,,Windows 10 Pro,,- MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,Minced,,37389778,1 vnt.,Microsoft,,,Nenurodyta,"Microsoft, 12.3"" (~31.24 cm) planšetiniai kompiuteriai",,,Ne,,- kg,,,256,Visos Microsoft prekės,
696,308.99,Blackview,Blackview Tab 13 4G Lunar Silver,Taip,Taip,Ne,,,23.88 cm,7280,,Yra,,,IPS,"10.1"" (~25.6 cm)",,Yra,TAB13-SR/BV,,,0.77 cm,,Planšetiniai kompiuteriai,,,,1200 x 1920,,,Android 12,,6000 MB,13 + 2 MP,"0,27 x 0,2 x 0,07 m, 0,7 kg",,,,,KATARATA,15.76 cm,65284823,1 vnt.,Blackview,8 MP,1.8 GHz,MediaTek Helio G85,"Blackview, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Sidabrinė,0.450 kg,USB Type-C,,128 GB,Visos Blackview prekės,Yra
697,260.11,Doogee,Doogee T20 Space Grey,Taip,Taip,Ne,,,,,8300 mAh,,,,HD,"10.4""",,Nėra,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,,8 MB,,"0,35 x 0,2 x 0,1 m, 0,7 kg",,,,,EasyShop,,69049104,1 vnt.,Doogee,,,2.0 GHz,"Doogee, 10.4"" planšetiniai kompiuteriai",,,Ne,Pilka,0.5 kg,,,256,Visos Doogee prekės,
698,210.57,Kruger&Matz,"Krüger&Matz KM1072 , 4G LTE 4/64 GB, Wi-Fi, Black",Taip,Taip,Ne,,,,6000 mAh,Lithium-Ion (Li-Ion),Yra,,,IPS,"10.1"" (~20.32 cm)",,Yra,KM1072.1,,,,,Planšetiniai kompiuteriai,,,,1200 x 1920,,,Android,,4000 MB,5 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",,65814213,1 vnt.,Kruger&Matz,2 MP,1.6 GHz,Cortex,"Kruger&Matz, 10.1"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,0.88 kg,,,64 GB,Visos Kruger&Matz prekės,Wi-Fi 5 (802.11ac)
699,1635.89,Samsung,"Samsung TAB S7+ 12,4"" Octa Core 6 GB RAM 128 GB, juoda",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,AMOLED,"12.4""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,3840 x 2160,,,Android 10.0,,6000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Minced,,41658768,1 vnt.,Samsung,,,Octa-core,"Samsung, 12.4"" planšetiniai kompiuteriai",,,Nenurodyta,,0.575 kg,,,128,Visos Samsung prekės,
700,239.97,Huawei,"Huawei MediaPad T3 10"", 16GB, WiFi, Auksinė",Ne,Ne,Ne,,,16 cm,4800,Li-Ion,Yra,,,IPS,"10"" (~25.4 cm)",,Yra,T3,Qualcomm,Nenurodyta,0.8 cm,3.5 mm,Planšetiniai kompiuteriai,,,,1280 x 800,Nenurodyta,,Android OS,Android™ 7.0,2048 MB,5 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,Kabelis,,"Akcelerometras, 					Atminties kortelių skaitytuvas, 					Bluetooth, 					divx, 					Geo-tagging, 					IPS, 					LED, 					Multi-Touch, 					No, 					usb, 					Wi-Fi, 					xvid","Pro Baltic, 					            KATARATA, 					            Minced",23 cm,34175911,1 vnt.,Huawei,2 MP,1.4 GHz,Nenurodyta,"Huawei, 10"" (~25.4 cm) planšetiniai kompiuteriai",,,Ne,Auksinė,0.46 kg,Micro USB,,16 GB (dalis skirta OS),Visos Huawei prekės,Yra
701,205.92,Samsung,"Samsung Galaxy Tab A7 Lite 8,7"" MT8768T 32 GB 3 GB RAM",Ne,Taip,Taip,,,,,,,,,AMOLED,8.7,,Yra,,,,,,Planšetiniai kompiuteriai,,,,1340 x 800,,,Android 11,,3000 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,"Pro Baltic, 					            KATARATA",,59617118,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 8.7 planšetiniai kompiuteriai",,,Ne,,- kg,,,32 GB,Visos Samsung prekės,
702,563.89,Lenovo,Lenovo Tab M10 Plus TB125FU,Nenurodyta,Taip,Nenurodyta,,,,,Lithium Polymer (LiPo),Yra,,,IPS+,"10.6"" (26.9 cm)",,Glonass,ZAAK0042SE,,,,,Planšetiniai kompiuteriai,,,,2000 x 1200,,,Android 12,,4 MB,8 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"KATARATA, 					            Minced",,72691306,1 vnt.,Lenovo,8 MP,2 GHz,MediaTek,"Lenovo, 10.6"" (26.9 cm) planšetiniai kompiuteriai",,,Nenurodyta,Pilka,0.465 kg,,,4 GB (dalis skirta OS),Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
703,331.51,,Kingston skirta atmintis Dell 64GB DDR4-3200Mhz Reg ECC modulis,,,,,,,,,,,,,,,,KTD-PE432/64G,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,1 x 0,1 x 0,1 m, 44 kg",,,,,"Galador Grupp OÜ, 					            ovolt",,66687539,1 vnt.,,,,,,,,,,,,,,,
704,715.9,Samsung,Planšetė Samsung Tab S9 FE+ 8 GB RAM 128 GB Sidabras,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Jutiklinis ekranas,12.4'' (~31.50 cm),,Nenurodyta,SM-X610NZSAEUB,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android,,8 MB,,"0,38 x 0,31 x 0,13 m, 0,94 kg",,,,,"Kouket, 					            Galador Grupp OÜ, 					            Digizone",,80308776,1 vnt.,Samsung,,,Nenurodyta,"Samsung, 12.4'' (~31.50 cm) planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,128,Visos Samsung prekės,
705,789.52,Apple,"Apple iPad Air 10.9"" Wi-Fi 64GB - Purple 5th Gen MME23HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Nėra,"MME23,MME23FD/A,MME23HC/A",,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Brandberry,17.85 cm,52717519,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Violetinė,0.461 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Apple prekės,802.11ax
706,821.16,Apple,"Apple iPad Air 10.9"" Wi-Fi 64GB - Blue 5th Gen MM9E3HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Nėra,"MM9E3,MM9E3FD/A,MM9E3HC/A",,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Brandberry,17.85 cm,52717474,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Mėlyna,0.461 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Apple prekės,802.11ax
707,808.38,Apple,"Apple iPad Air 10.9"" Wi-Fi 64GB - Pink 5th Gen MM9D3HC/A",Ne,Ne,Ne,,Nėra,24.76 cm,,Lithium Polymer (LiPo),Yra,,9 val.,Liquid Retina,"10.9"" (~27.7 cm)",Yra,Nėra,"MM9D3,MM9D3FD/A,MM9D3HC/A",,,0.61 cm,,Planšetiniai kompiuteriai,,Stereo,,2360 x 1640,,,iPadOS,iPadOS 15,8000 MB,12 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pigu.lt, 					            Smartonly, 					            Brandberry",17.85 cm,52717449,1 vnt.,Apple,12 MP,,Apple M1 Chip,"Apple, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",nėra,Ne,Ne,Rožinė,0.461 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Apple prekės,802.11ax
708,370.99,Nokia,"Nokia T20 64 GB 4 GB RAM 10,4""",Taip,Taip,Nenurodyta,,,,,,,,,Nenurodyta,"10.4""",,Yra,F20RID1A041,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,61746653,1 vnt.,Nokia,,,Nenurodyta,"Nokia, 10.4"" planšetiniai kompiuteriai",,,Nenurodyta,,- kg,,,64 GB,Visos Nokia prekės,
709,956.89,Microsoft,Microsoft Surface Go 3 WiFi Platinum,Ne,Ne,Ne,,Micro SDXC,17.5 cm,,,Yra,,,Jutiklinis ekranas,"10.5"" (~26.5 cm)",Yra,Nėra,8V6-00003,,,8.3 cm,"3.5 mm, 					Micro SDXC, 					USB-C",Planšetiniai kompiuteriai,Akselerometras,Yra,,1920 x 1080,11,,Windows 11 Home in S mode,,4096 MB,8,"0,19 x 0,22 x 0,14 m, 0,25 kg",,"Įkroviklis, 					Planšetė",,"Akcelerometras, 					Atminties kortelių skaitytuvas, 					Bluetooth, 					Giroskopas, 					usb, 					Veido atpažinimo funkcija, 					Wi-Fi",Minced,24.5 cm,45468833,1 vnt.,Microsoft,5,1.1 GHz,Intel Pentium Gold 6500Y,"Microsoft, 10.5"" (~26.5 cm) planšetiniai kompiuteriai",nėra,,Ne,Pilka,0.544 kg,USB Type-C,,64 GB (dalis skirta OS),Visos Microsoft prekės,Yra
710,670.98,Samsung,Samsung Galaxy Tab Active3 Wi-Fi 4/64GB SM-T570NZKAEUE,Ne,Ne,Ne,,,,,,Yra,,,PLS TXT LCD,"8"" (~20.32 cm)",,Yra,SM-T570NZKAEUE,,,,,Planšetiniai kompiuteriai,,Įmontuotos,,1920 x 1200,,,Android,android,4 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,Pro Baltic,,54776339,1 vnt.,Samsung,,"2,7 GHz, 1,7 GHz",Nenurodyta,"Samsung, 8"" (~20.32 cm) planšetiniai kompiuteriai",,,Ne,,0.426 kg,,,64 GB,Visos Samsung prekės,Yra
711,1842.99,Microsoft,"Microsoft Surface Pro 8 Graphite 8 GB 256 GB i5-1135G7 13.0 "" 2880 x 1920",Ne,Taip,Ne,,Micro SDXC,,,,Yra,,,Nenurodyta,"13""",,Yra,8PQ-00019,,,,,Planšetiniai kompiuteriai,,,,2880 x 1920,,,Windows 11 Home,,256 MB,,"0,3 x 0,2 x 0,3 m, 0,4 kg",,,,,KATARATA,,54270079,1 vnt.,Microsoft,5,,i5-1135G7,"Microsoft, 13"" planšetiniai kompiuteriai",,,Ne,,- kg,,,8 GB (dalis skirta OS),Visos Microsoft prekės,Yra
712,184.87,Huawei,"Huawei MatePad T10 (AgassiR-W09B), 32GB, Wi-fi, Deepsea Blue",Ne,Ne,Ne,,"Micro SD, Micro SDHC, Micro SDXC",15.9 cm,5100,Nenurodyta,Yra,,,IPS-LCD,"9.7"" (~25 cm)",,Yra,T10,,,0.78 cm,USB,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android OS,10,2048 MB,5 MP,"0,25 x 0,2 x 0,1 m, 0,5 kg",,,,,"Pro Baltic, 					            KATARATA",24 cm,33056761,1 vnt.,Huawei,2 MP,,Octa-core,"Huawei, 9.7"" (~25 cm) planšetiniai kompiuteriai",,,Ne,Mėlyna,0.45 kg,,,32 GB (dalis skirta OS),Visos Huawei prekės,
713,161.71,Xp-pen,Grafinis planšetinis kompiuteris XP -Pen Deco Pro M,Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,Kiti,,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"EasyShop, 					            Minced",,50574214,1 vnt.,XP-Pen,,,Nenurodyta,"XP-Pen, kiti planšetiniai kompiuteriai",,,Ne,,1.5 kg,,,Nenurodyta,Visos Xp-pen prekės,
714,418.99,Xp-pen,XP-Pen Artist 15.6Pro V2_JP,Ne,Ne,Ne,,,,,,,,,Nenurodyta,"15.6"" (~40 cm)",,Nėra,654913041409,,,11 cm,HDMI,Planšetiniai kompiuteriai,,,,1920 x 1080,,,Nenurodyta,,- MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Digizone, 					            Techny LT, 					            ovolt",,30399281,1 vnt.,XP-Pen,,,Nenurodyta,"XP-Pen, 15.6"" (~40 cm) planšetiniai kompiuteriai",,,Ne,Juoda,3.3 kg,,,Nenurodyta,Visos Xp-pen prekės,
715,1567.97,Microsoft,"Microsoft Surface Pro 8 Graphite 8 GB 256 GB i5-1135G7 13.0 "" 2880 x 1920",Ne,Taip,Ne,,,,,,Yra,,,Nenurodyta,"13""",,Yra,8PT-00019,,,,,Planšetiniai kompiuteriai,,,,2880 x 1920,,,Windows 11 Home,,256 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Minced",,55911959,1 vnt.,Microsoft,,,i5-1135G7,"Microsoft, 13"" planšetiniai kompiuteriai",,,Ne,,- kg,,,8 GB (dalis skirta OS),Visos Microsoft prekės,
716,606.2,Apple,"Apple Tablet Apple iPad Grey 10,2"" 256 GB",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,IPS,10.2'' (~26 cm),,Yra,MK2N3TY/A,,,,,Planšetiniai kompiuteriai,,,,2160 x 1620,,,iPadOS,,3 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,Treat Stores,,62532332,1 vnt.,Apple,,,Nenurodyta,"Apple, 10.2'' (~26 cm) planšetiniai kompiuteriai",,,Nenurodyta,Pilka,- kg,,,256,Visos Apple prekės,
717,735.99,Lenovo,"Lenovo M10 FHD Plus 128 GB 4 GB RAM 10,3""",Taip,Taip,Ne,,,,,,,,,FHD,"10.3""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android,,4000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,KATARATA,,42586573,1 vnt.,Lenovo,,,MediaTek,"Lenovo, 10.3"" planšetiniai kompiuteriai",,,Nenurodyta,Pilka,- kg,,,128,Visos Lenovo prekės,
718,107.99,WACOM,"""Wacom S Bluetooth"" grafiniai įrankiai ir rašikliai",Nenurodyta,Nenurodyta,Nenurodyta,,,,,,,,,Nenurodyta,Nenurodyta,,Nenurodyta,,,,,USB,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,31310021,1 vnt.,Wacom,,,Pole täpsustatud,"Wacom, nenurodyta planšetiniai kompiuteriai",,,Nenurodyta,Juoda,0.25 kg,,,Nenurodyta,Visos WACOM prekės,
719,845.27,Samsung,"Samsung Galaxy Tab S7 FE 12.4"" 128GB 5G Green SM-T736BLGAEUB",Taip,Taip,Taip,,MicroSD,,,,,,,TFT LCD,"12.4""",,Yra,SM-T736BLGAEUB,,,,,Planšetiniai kompiuteriai,,,,2560 x 1600,,,Android 11,,6000 MB,8 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"KATARATA, 					            Minced",,55733984,1 vnt.,Samsung,5 MP,,„Octa Core“,"Samsung, 12.4"" planšetiniai kompiuteriai",Nano-SIM,,Nenurodyta,,0.608 kg,,,64 GB,Visos Samsung prekės,Yra
720,164.98,Blackview,Blackview Tab 9 Blue (TAB9WIFI6/256BLUE),Ne,Ne,Ne,,,,,,Yra,,,Nenurodyta,"10.9"" (~27.7 cm)",,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 14,,6000 MB,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Pigu.lt,,86399925,1 vnt.,Blackview,,,UNISOC Tiger T606,"Blackview, 10.9"" (~27.7 cm) planšetiniai kompiuteriai",,,Ne,,0.57 kg,,,256 GB,Visos Blackview prekės,Yra
721,148.09,,RAM atmintis Kingston KSM26ED8/32MF 32 GB,,,,,,,,,,,,,,,,KSM26ED8/32MF,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Galador Grupp OÜ, 					            KAM Trade SIA",,66687629,1 vnt.,,,,,,,,,,,,,,,
722,143.5,Umax,"UMAX planšetinis kompiuteris VisionBook 10T LTE/ 10.1"" IPS/ 1920x1200/ T610/ 4GB/ 64GB Flash/ USB-C/ SD/ micro SIM/ Android 12/ pilka",,,,,,,,,,,,,,,,8594213430027,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,64 x 0,38 x 0,08 m, 0,81 kg",,,,,"Solit, 					            ShoppingArea, 					            ovolt",,80015340,1 vnt.,Umax,,,,,,,,,,,,,Visos Umax prekės,
723,167.98,Cubot,"Cubot 20 4G Pilka 64 GB 4 GB RAM 10,1""",Taip,Taip,Nenurodyta,,,,,,,,,Nenurodyta,"10.1""",,Yra,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Nenurodyta,,- MB,,"0,26 x 0,21 x 0,1 m, 0,86 kg",,,,,"Pro Baltic, 					            KATARATA, 					            Minced",,74630466,1 vnt.,Cubot,,,Nenurodyta,"Cubot, 10.1"" planšetiniai kompiuteriai",,,Nenurodyta,,0.05 kg,,,64 GB,Visos Cubot prekės,
724,162.9,Logicom,Planšetė Logicom La Tab 75 16 GB 1 GB RAM,Taip,Taip,Nenurodyta,,,,,,,,,HD,Nenurodyta,,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Android,,1000 MB,,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            Minced",,62712883,1 vnt.,Logicom,,,Nenurodyta,"Logicom, nenurodyta planšetiniai kompiuteriai",,,Taip,,- kg,,,16 GB,Visos Logicom prekės,
725,173.78,Huawei,Huawei MatePad T10,Ne,Ne,Ne,,Micro SDXC,,,Li-Polymer,Yra,,,IPS-LCD,"9.7"" (~25 cm)",,Yra,Android,,,,,Planšetiniai kompiuteriai,,,,800 x 1280,,,Android,Android™ EMUI 10.1,2000 MB,5 MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pro Baltic, 					            KATARATA",,58389253,1 vnt.,Huawei,2 MP,,Kirin 710A (14 nm),"Huawei, 9.7"" (~25 cm) planšetiniai kompiuteriai",,,Nenurodyta,,0.45 kg,,,32,Visos Huawei prekės,Yra
726,146.6,Amazon,Amazon Fire 7 Kids 2023,Ne,Ne,Ne,,,,,,,,,IPS+,7'' (~17.78 cm),,Nenurodyta,,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,10,,Amazon Fire,,2000 MB,,"0,3 x 0,3 x 0,2 m, 0,3 kg",,,,,Galador Grupp OÜ,,74633334,1 vnt.,Amazon,,,Octa-core,"Amazon, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,,0.500 kg,,,32 GB,Visos Amazon prekės,
727,171.58,Amazon,Amazon Fire 7 Kids 2023,Ne,Ne,Ne,,,,,,,,,IPS+,7'' (~17.78 cm),,Nėra,,,,,,Planšetiniai kompiuteriai,,,,Nenurodyta,,,Amazon Fire,,2000 MB,,"0,3 x 0,3 x 0,2 m, 0,3 kg",,,,,"Galador Grupp OÜ, 					            Pro Baltic, 					            Minced",,74633349,1 vnt.,Amazon,,,Nenurodyta,"Amazon, 7'' (~17.78 cm) planšetiniai kompiuteriai",,,Taip,,- kg,,,32 GB,Visos Amazon prekės,
728,200.6,OukiTel,Oukitel RT3 LTE 4/64GB Gray,Taip,Taip,Ne,,,20.9 cm,5150,,Yra,,,IPS LCD,"8"" (~20.32 cm)",,Yra,"RT3,RT3 black",,,0.14 cm,,Planšetiniai kompiuteriai,"IP68, IP69K",,,1280 x 800,,,Android 12,,4000 MB,16 MP,"0,25 x 0,22 x 0,04 m, 0,88 kg",,"Įkroviklis, 					Kabelis, 					Planšetė",,,"Galador Grupp OÜ, 					            Digizone",13.66 cm,70355106,1 vnt.,OukiTel,8 MP,,Octa-core,"OukiTel, 8"" (~20.32 cm) planšetiniai kompiuteriai",Nano-SIM,,Ne,Pilka,0.538 kg,USB Type-C,,64 GB,Visos OukiTel prekės,Yra
729,1227.58,Microsoft,"Microsoft Surface Pro 7 (VDV-00003), 128GB, Wifi, Sidabrinė",Ne,Ne,Ne,,Micro SD,,,,Yra,,,IPS,"12.3"" (~31.24 cm)",,Nėra,VDV-00003,,,20.1 cm,"3.5 mm, 					USB, 					USB 3.0",Planšetiniai kompiuteriai,,,,2736 x 1824,10.5,29.2 x 20.1 x 0.85 cm,Windows 10,Windows 10 Home,8192 MB,8 MP,"0,35 x 0,25 x 0,1 m, 1,7 kg",,,,,"KATARATA, 					            Minced",29.2 cm,28123692,1 vnt.,Microsoft,5 MP,1.1 - 3.7,Nenurodyta,"Microsoft, 12.3"" (~31.24 cm) planšetiniai kompiuteriai",,,Ne,Sidabrinė,0.7 kg,,,128 GB (dalis skirta OS),Visos Microsoft prekės,Yra
730,148.3,,RAM atmintis Kingston KSM26SED8/32MF 32 GB DDR4,,,,,,,,,,,,,,,,,,,,,Planšetiniai kompiuteriai,,,,,,,,,,,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,"Galador Grupp OÜ, 					            Pro Baltic, 					            KAM Trade SIA",,66687639,1 vnt.,,,,,,,,,,,,,,,
731,312.02,Lenovo,"Lenovo Tab M10 (ZA5Y0118SE), Wifi, 4G, Iron Grey",Taip,Taip,Ne,,Micro SD,24.42 cm,5100,Li-Po,Yra,,,TFT,10.3'' (~26.1 cm),,Yra,M10 FHD Plus+SCS X606X,,,0.815 cm,"3.5 mm, 					USB",Planšetiniai kompiuteriai,,,,1920 x 1200,1048,,Android OS,Android 9.0,4000 MB,8 MP,"0,14 x 0,92 x 0,475 m, 0,46 kg",,,,FM radijas,Minced,15.33 cm,32020147,1 vnt.,Lenovo,5 MP,2.3,MediaTek,"Lenovo, 10.3'' (~26.1 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.46 kg,,,64 GB (dalis skirta OS),Visos Lenovo prekės,
732,213.7,Xiaomi,Xiaomi Redmi Pad SE 6/128GB Green,Nenurodyta,Ne,Nenurodyta,,,,,,Yra,,,LCD,"11"" (27.9 cm)",,Nenurodyta,REDMI_PAD_SE_6/128_GREEN,,,,,Planšetiniai kompiuteriai,,,,1920 x 1200,,,Android 13,,6000 MB,8 MP,"0,1 x 0,1 x 0,1 m, 830 kg",,,,,"MedProf SIA, 					            Fusion Store., 					            Xmarket",,79447008,1 vnt.,XIAOMI,5 MP,,Qualcomm Snapdragon,"XIAOMI, 11"" (27.9 cm) planšetiniai kompiuteriai",,,Ne,Žalia,0.478 kg,,,256 GB,Visos Xiaomi prekės,
733,213.89,Lenovo,Lenovo Tab M10 HD Gen 2 (ZA6W0224SE),Nenurodyta,Nenurodyta,Nenurodyta,,,,5000 mAh,Lithium Polymer (LiPo),Yra,,,IPS,"10.1"" (~25.6 cm)",,Nėra,ZA6W0224SE,,,,,Planšetiniai kompiuteriai,,,,1280 x 800,,,Android,,3000 MB,8 MP,"0,35 x 0,25 x 0,1 m, 0,4 kg",,,,,Minced,,67689661,1 vnt.,Lenovo,5 MP,2.3 GHz,MediaTek,"Lenovo, 10.1"" (~25.6 cm) planšetiniai kompiuteriai",,,Ne,Pilka,0.420 kg,,,32 GB,Visos Lenovo prekės,Wi-Fi 5 (802.11ac)
734,686.9,Apple,"Apple iPad 10.9"" Wi-Fi 256GB - Silver MPQ83",Nenurodyta,Nenurodyta,Nenurodyta,,,,,Lithium Polymer (LiPo),Yra,,,Nenurodyta,"10.9""",,Nenurodyta,"0194253389538,MPQ83FD/A",,,,,Planšetiniai kompiuteriai,,,,2360 x 1640,,,Nenurodyta,,- MB,12MP,"0,19 x 0,22 x 0,14 m, 0,25 kg",,,,,"Pigu.lt, 					            Galador Grupp OÜ, 					            Brandberry",,63975483,1 vnt.,Apple,12 MP,,Nenurodyta,"Apple, 10.9"" planšetiniai kompiuteriai",,,Nenurodyta,Sidabrinė,- kg,,,256 GB,Visos Apple prekės,
