id,title,price,brand,Montavimo tipas,Energijos klasė,Valdymas,Spalva,Talpa (L),Tipas,Aukštis (cm),Plotis,Gylis,Metinės energijos sąnaudos,Garso lygio klasė,Gamintojas
885,"Šaldytuvas Šaldytuvo panelė Samsung RA-R23DAACLGG, Cotta Lavender",98.99,Samsung,Laisvai pastatomos,D,External touch control LCD,Juoda,359.0,Šaldytuvas su apatiniu šaldikliu,201.0,59.7,67.5,225,B,Liebherr
886,"Šaldytuvas Šaldytuvo panelė Samsung RA-R23DAA38GG, Glam Lavender",209.99,Samsung,,,,Violetinė,,,,,,,,Samsung
887,"Šaldytuvas Šaldytuvo panelė Samsung RA-M17DAA41GG skirta vienų durų šaldytuvui, Glam Navy",209.99,Samsung,,,,Violetinė,,,,,,,,Samsung
888,"Šaldytuvas Šaldytuvo viršutinė panelė Samsung RA-B23EUU41GG, Glam Navy",126.99,Samsung,,,,Mėlyna,,,,,,,,Samsung
889,Amica šaldytuvas-šaldiklis FK2995.2FTX(E),499.99,Amica,,,,Mėlyna,,,,,,,,Samsung
890,Amica šaldytuvas-šaldiklis FK2995.2FTH(E),529.99,Amica,Laisvai statomi,E,,Nerūdijantis plienas,180.0,Laisvai pastatomas,,54,57.6,,,Amica
891,"Šaldytuvas Ströme HC-689WEN/WH Side By Side, valkoinen",699.99,Ströme,Laisvai statomi,b,,juodas inoksas,180.0,Laisvai pastatomas,,54.5,59,,,Amica
892,Amica šaldytuvas-šaldiklis FK2525.4UNTX(E),399.99,Amica,,,,,,,,0.99,0.78,,,Ströme
893,"Šaldytuvas Siemens GS36NVIEV iQ300 kaappipakastin, teräs",765.99,Siemens,Laisvai statomi,E,,Nerūdijantis plienas,187.0,Laisvai pastatomas,,54,55,,,Amica
894,Šaldytuvas-sušaldiklis - Amica UM130.3(E) 110L Sidabrinis,349.99,Amica,,,,Sidabrinė,,Su kamera apačioje,,0.76,0.66,,,Siemens
895,Šaldytuvas Whirlpool WHSP70T122,1109.99,Whirlpool,Įmontuojami,A++,,Balta,95.0,Su kamera viduje,81.8,596 mm,550 mm,138 kWh,,Amica
896,Whirlpool šaldytuvas-šaldiklis w7x82ow,559.99,Whirlpool,Įmontuojami,,,,,Su kamera apačioje,,,,,,Whirlpool
897,Toshiba šaldytuvas-šaldiklis gr-rb500we sidabrinė,729.99,Toshiba,Laisvai pastatoma,E,,Balta,335.0,Su kamera apačioje,203.0,59.6,67.8,,,Whirlpool
898,Candy šaldytuvas-šaldiklis CNCQ2T620DW,485.99,Candy,Laisvai statomi,,,Sidabrinė,,Su kamera apačioje,,,,,,Toshiba
899,"Šaldytuvas Upo FNA6195XLE kaappipakastin, teräs",579.99,Upo,,D,,Balta,,Laisvai pastatomas,,59.5,66.7,,,Candy
900,"Įmontuotas šaldytuvas, Beko, 177cm NF",759.99,Beko,,,,Sidabrinė,,Be kameros,,0.64,0.775,,,Upo
901,"Šaldytuvas AEG OSF5O12EF jääkaappi pakastelokerolla, integroitava",786.99,AEG,Integruota,D,,Pilnai įmontuojama,254.0,,,54.0,54.5,,,Beko
902,Beko INDESIT | Šaldytuvas | LI7 S2E W | Energy efficiency class E | Free standing | Combi | Height 176.3 cm | Šaldytuvas net capacity 197 L | Šaldiklis net capacity 111 L | 39 dB | Baltas,325.99,Beko,,,,,,,,0.61,0.63,,,AEG
903,"Šaldytuvas Whirlpool WNF 821 E W jääkaappipakastin, valkoinen",455.99,Whirlpool,Laisvai statomi,E,,Balta,197.0,Šaldytuvas-Šaldytuvas,176.3,595 mm,655 mm,,,Beko
904,"Šaldytuvas Electrolux LNB1LE34WR 500 series fridge-šaldiklis, baltas",459.30,Electrolux,,,,Balta,,Su kamera apačioje,,0.64,0.73,,,Whirlpool
905,"Šaldytuvas LG GBV3100EEP jääkaappipakastin, musta",479.89,LG,,,,Balta,,Su kamera apačioje,,0.7,0.8,,,Electrolux
906,"Šaldytuvas Arktic Trijų durų šaldymo stalas su granitiniu stalviršiu, 368 l",1999.99,Arktic,,,,Juoda,,Su kamera apačioje,186,,,,,LG
907,Samsung šaldytuvas-šaldiklis RB33B612ESA,479.99,Samsung,,,,,,,,,,,,Arktic
908,"Išparduodama. Candy CNCQ4T620CX Šaldytuvas, C, Free standing, Combi, Height 205 cm, Šaldytuvas net 409 L, Šaldiklis net 120 L, Inox | Candy | Šaldytuvas | CNCQ4T620CX | Energy efficiency class C | Free standing | Combi | Height 205 cm | No Frost system | Šaldytuvas net capacity 289 L | Šaldiklis net capacity 120 L | Ekranas | 35 dB | Inox | PAŽEISTA PAKUOTĖ, DEMO",529.99,Candy,Laisvai statomi,E,,metalinis grafitas,230.0,Laisvai pastatomas,185.3,59.5,65.8,,,Samsung
909,Šaldytuvas SAMSUNG BRR29703EWW,923.99,Samsung,,,,,,,,,,,,Candy
910,Šaldytuvas Gorenje NRK619EPW4,375.99,Gorenje,Pastatytas,E,Vidinis elektroninis valdymas,Balta,289.0,Fridge without freezer,177.5,54.0,55.0,111,B,Samsung
911,"Įmontuotas šaldytuvas, Liebherr, 82cm",955.99,Liebherr,,E,,Balta,,Su kamera apačioje,186,,,,,Gorenje
912,Šaldytuvas Haier HTR5619ENMP,982.96,Haier,Integruota,F,,Pilnai įmontuojama,120.0,Su kamera viduje,82.0,59.7,55.0,,,Liebherr
913,"Šaldytuvas Hendi Granitorius gėrimams 2x12L, juodas",1905.99,Hendi,,,,,,Su kamera apačioje,,,,,,Haier
914,"Šaldytuvas Stiklinė šaldymo vitrina Arktic Hendi 280L, 5 lentynos",1019.99,Arktic,,,,,,,,,,,,Hendi
915,Šaldytuvas Electrolux LNT6ME46X3,1265.99,Electrolux,,,,,280.0,Vitrina,191.3,,,,,Arktic
916,Šaldytuvas AEG MPN,835.99,AEG,,,,Nerūdijantis plienas,,Su kamera apačioje,,,,,,Electrolux
917,"Šaldytuvas Royal Catering Stiklinė šaldymo vitrina su 3 lygiais, 160 l",859.99,Royal Catering,,,,Nerūdijantis plienas,,Su kamera apačioje,,,,,,AEG
918,Šaldytuvas Snaigė RF56SM-S5JJ2E0,402.75,Snaigė,,b,,,160.0,Vitrina,,,,,,Royal Catering
919,Šaldytuvas Gorenje RK58DPB4,459.99,Gorenje,Laisvai pastatomos,E,Mechaninis,Juoda,200.0,Šaldytuvas su apatiniu šaldikliu,185.0,60.0,65.0,228,C,Snaigė
920,Laisvai pastatomas šaldytuvas su „BioFresh Professional“ LIEBHERR SRBsdd 5260,1529.99,Liebherr,,,,Juoda,,Su kamera apačioje,,,,,,Gorenje
921,Šaldytuvas HAIER HBW5719E,909.99,Haier,Laisvai statomi,D,,Sidabrinė,384.0,Be kameros,1.927,,,,,Liebherr
922,Arktic Dviejų zonų vyno šaldytuvas 135 butelių 387 l 130 W,1329.99,Arktic,,E,,Balta,,Su kamera apačioje,,,,,,Haier
923,Šaldytuvas Electrolux LRB1DE33W,486.99,Electrolux,,G,,Raudona,387.0,,,,,,,Arktic
924,"Šaldytuvas Royal Catering Šaldymo vitrina su stiklu 78 l, balta",555.99,Royal Catering,,,,Balta,309.0,Be kameros,,,,,,Electrolux
925,178 cm. įmontuojamas šaldytuvas su šaldikliu Electrolux ENV9MC18S,1414.99,Electrolux,,b,,Balta,78.0,Vitrina,102.0,,,,,Royal Catering
926,Šaldytuvas Severin TKS 8847,355.99,Severin,Pastatytas,C,Internal touch control LCD,Balta,165.0,Šaldytuvas su apatiniu šaldikliu,177.2,54.6,54.9,154,B,Electrolux
927,Šaldytuvas Electrolux LRC8ME39B,597.89,Electrolux,,,,,,,,,,,,Severin
928,"Šaldytuvas LG GFE61PZCSZ kaappipakastin, teräs",844.90,LG,Laisvai pastatomos,E,Vidinis elektroninis valdymas,Juoda,390.0,Fridge without freezer,186.0,59.5,65.0,121,C,Electrolux
929,Šaldytuvas Gorenje MPN,589.99,Gorenje,,,,Sidabrinė,,Be kameros,,0.77,0.64,,,LG
930,Šaldytuvas LG MPN,939.99,LG,,,,Nerūdijantis plienas,,Su kamera apačioje,,,,,,Gorenje
931,SHARP SJEX820F2SL Šaldytuvas,1579,Sharp,,,,Sidabrinė,,,,,,,,LG
932,Bosch šaldytuvas-šaldiklis KIS87AFE0,828.26,Bosch,,,,,,,,,,,,Sharp
933,Šaldytuvas Electrolux ENT7MD36X,847.99,Electrolux,,E,,Netaikoma,209.0,Pastatas,177.2,55.8,54.5,,,Bosch
934,"Šaldytuvas Bosch KGN39VWDT Serie 4 -jääkaappipakastin, valkoinen, 2m",789.99,Bosch,,,,pilka,,Su kamera apačioje,,,,,,Electrolux
935,Šaldytuvas Liebherr ECBN 6156-617,5379.99,Liebherr,,D,,Balta,363.0,Su kamera apačioje,203,,,,,Bosch
936,"Šaldytuvas Hendi Mėsos brandinimo spinta 352 l 170 W 695x760x1720 mm, nerūdijantis plienas",3159.99,Hendi,Pastatytas,F,Internal touch control LCD,Balta,363.0,Šaldytuvas su apatiniu šaldikliu,203.2,91.5,61.0,414,C,Liebherr
937,Įmontuojamas šaldytuvas Siemens KI42LADD1,949.10,Siemens,,,,,,,172.0,,,,,Hendi
938,Indesit Šaldytuvas si62w,465.99,Indesit,Įmontuojami,D,,Balta,,Su kamera viduje,122.1,0.6,0.6,,,Siemens
939,Įmontuojamas šaldytuvas Bosch KBN96SDD0,1666.17,Bosch,,,,Balta,,,,,,,,Indesit
940,"Šaldytuvas Royal Catering Dviejų durų šaldymo stalas su stikliniu antstaliu 240 l, sidabro spalva",865.99,Royal Catering,Įmontuojami,D,,,,Su kamera apačioje,193.5,,,,,Bosch
941,Šaldytuvas Liebherr IRBdi 5180,2435.99,Liebherr,,,,,,,,,,,,Royal Catering
942,Šaldytuvas Kernau KFRT 14152.1 X,285.99,Kernau,Įmontuojami,D,,Balta,296.0,Be kameros,182.9,,,,,Liebherr
943,Candy | Šaldytuvas | CDG1S514EW | Energy efficiency class E | Free standing | Double Door | Height 142.8 cm | Šaldytuvas net capacity 170 L | Šaldiklis net capacity 41 L | 41 dB | Baltas,239.99,Candy,Laisvai statomi,F,,Sidabrinė,171.0,Su kamera viršuje,144.0,,,,,Kernau
944,LIEBHERR ECBN 6156 -001 d Įm. šaldytuvas,5359.99,Liebherr,Laisvai statomi,E,,Balta,211.0,Su kamera viršuje,"142,8",,,,,Candy
945,Šaldytuvas GORENJE R44E4W4,96.17,Gorenje,Įmontuojami,A+,,Balta,471.0,Su kamera apačioje,203.2,,,,,Liebherr
946,Šaldytuvas Electrolux LRS3DE39U,704.39,Electrolux,Laisvai pastatomos,,Mechaninis,Balta,,Fridge without freezer,,44.6,46.8,80,C,Gorenje
947,Šaldytuvas Beko BCNA306E42SN,626.86,Beko,Laisvai pastatomos,E,Vidinis elektroninis valdymas,Plienas,395.0,Fridge without freezer,186.0,59.5,65.0,122,C,Electrolux
948,"Šaldytuvas Bosch KSV36CIDP 4 serija, Nerūdijančio plieno (atsparus pirštų antspaudams)",653.59,,Pastatytas,E,Electronical with LCD,Balta,215.0,Šaldytuvas su apatiniu šaldikliu,193.5,54.0,54.5,223,C,Beko
949,Šaldytuvas Siemens KI86VNSE0,874.90,Siemens,Laisvai statomi,D,,"Sidabrinė
Pilka",348.0,Be kameros,186.0,,,,,Bosch
950,SMEG šaldytuvas U3L080P,506,Smeg,Įmontuojami,E,,Balta,,Su kamera apačioje,177.2,,,,,Siemens
951,Šaldytuvas Scandomestic Premium collection SFS 381 BX,1075.99,Scandomestic,Įmontuojami,A+,,Pilka,130.0,Be kameros,81.5,,,,,Smeg
952,Šaldytuvas Amica BM210.4(E),379.99,Amica,,,,Juoda,,,,,,,,Scandomestic
953,Amica šaldytuvas-šaldiklis FK2525.4UNT(E),364.16,Amica,Įmontuojami,E,,Balta,163.0,Su kamera viduje,122.1,540 mm,540 mm,161 kWh,,Amica
954,Hotpoint ARISTON šaldytuvas-šaldiklis HAFC8TT33SK,559.90,Hotpoint ARISTON,Laisvai statomi,F,,Balta,187.0,Laisvai pastatomas,,54,55,,,Amica
955,Šaldytuvas LG GBV7280CPY,699.91,LG,Laisvai statomi,D,,Sidabrinė Juoda,231.0,Laisvai pastatomas,191.2,59.6,67.8,,,Hotpoint ARISTON
956,Sharp šaldytuvas-šaldiklis SJ-BA09RTXWF-EU,458.99,Sharp,Laisvai pastatomos,C,,Sidabrinė,387.0,Šaldytuvas su apatiniu šaldikliu,203.0,59.5,67.5,174,B,LG
957,Whirlpool šaldytuvas-šaldiklis WFNF82EOX,415.90,Whirlpool,Laisvai statomi,F,,Balta,207.0,Laisvai pastatomas,,59.5,60,,,Sharp
958,Įmontuojamas šaldytuvas Whirlpool WBUL021,345.90,Whirlpool,Laisvai statomi,E,,Nerūdijantis plienas,223.0,Laisvai pastatomas,188.9,59.5,65.5,,,Whirlpool
959,Liebherr Integruojamas šaldytuvas su „EasyFresh“ IRe 3901 Pure,1089.99,Liebherr,Integruota,E,,Pilnai įmontuojama,144.0,Be kameros,81.5,59.6,54.5,,,Whirlpool
960,Scandomestic Compact Cube šaldytuvas,279.99,Scandomestic,Laisvai pastatoma,E,,Pilnai įmontuojama,117.0,Su kamera viduje,87.2,55.9,54.6,,,Liebherr
961,Bosch Šaldytuvas 203 cm NF,894.89,Bosch,Laisvai statomi,,,Pilka,48.0,Mini,,0.47,0.51,,,Scandomestic
962,Gorenje šaldytuvas-šaldiklis NRK6182PW4,442.78,Gorenje,Laisvai pastatoma,C,,Balta,363.0,Su kamera apačioje,203.0,60.0,66.5,,,Bosch
963,Šaldytuvas Liebherr IRBSe 5120,1109.99,Liebherr,,,,Balta,,Laisvai pastatomas,,59.5,59,,,Gorenje
964,Candy Šaldytuvas | CNCQ2T620EX | Energijos vartojimo efektyvumo klasė E | Laisvai stovintis | Kombinuotas | Aukštis 205 cm | No Frost sistema | Šaldytuvas neto talpa 289 L | Šaldiklis neto talpa 120 L | Ekranas | 38 dB | Nerūdijantis plienas,463.43,Candy,Pastatytas,E,Internal touch control LCD,Balta,294.0,Fridge without freezer,177.2,56.0,55.0,156,C,Liebherr
965,"Šaldytuvas Electrolux EUT6NE28X kaappipakastin, teräs",630.49,Electrolux,Laisvai statomi,E,,Nerūdijantis plienas,289.0,Laisvai pastatomas,205.0,59.5,66.7,,,Candy
966,Gorenje šaldytuvas-šaldiklis NRC620BSXL4,763.40,Gorenje,,,,,,Be kameros,,0.7,0.7,,,Electrolux
967,Šaldytuvas Whirlpool W5 921E W,398.54,Whirlpool,,,,Nerūdijantis plienas,,Laisvai pastatomas,,60,66.3,,,Gorenje
968,Šaldytuvas Liebherr RBsfe 5221 Plus,989.99,Liebherr,Laisvai statomi,E,,Balta,372.0,Laisvai pastatomas,201.3,59.5,65.5,,,Whirlpool
969,Candy | Šaldytuvas | CCE4T618EB | Energy efficiency class E | Free standing | Combi | Height 185 cm | No Frost system | Šaldytuvas net capacity 222 L | Šaldiklis net capacity 119 L | Ekranas | 39 dB | Juodas,416.90,Candy,Laisvai statomi,E,,Sidabrinė,351.0,Su kamera viduje,185.5,,,,,Liebherr
970,INDESIT | Šaldytuvas | LI8 SN2E K 1 | Energy efficiency class E | Free standing | Combi | Height 188.9 cm | Šaldytuvas net capacity 230 L | Šaldiklis net capacity 98 L | 40 dB | Juodas,424.32,Indesit,Laisvai statomi,E,,Juoda,341.0,Su kamera apačioje,185.0,,,,,Candy
971,Šaldytuvas Hendi Šaldymo stalas su stiklinėmis durimis,2439.99,Hendi,Laisvai statomi,E,,Juoda,328.0,Šaldytuvas-Šaldytuvas,189.0,595 mm,655 mm,,,Indesit
972,Integruojamas šaldytuvas LIEBHERR IRe 3900 su EasyFresh,899.99,Liebherr,,,,,,,,,,,,Hendi
973,"Šaldytuvas Severin KGK 8943 A++, 317L (223/94), Griffmulde, Elektronische Steuerung",665.99,Severin,Įmontuojami,E,,Balta,136.0,Be kameros,87.2,,,,,Liebherr
974,Šaldytuvas Severin RKG 8999,1069.99,Severin,Laisvai statomi,E,,Sidabrinė,317.0,Su kamera apačioje,,,,,,Severin
975,Šaldytuvas Severin RKG 8998,1069.99,Severin,Laisvai statomi,E,,Ruda,,Su kamera apačioje,194.3,,,,,Severin
976,Šaldytuvas Kernau KFRT 14152.2 W,275.99,Kernau,Laisvai statomi,E,,Juoda,,Su kamera apačioje,,,,,,Severin
977,Šaldytuvas Guzzanti GZ-05A1,129.99,Guzzanti,Laisvai statomi,A+,,Balta,171.0,Su kamera viršuje,144.0,,,,,Kernau
978,Šaldytuvas Liebherr IRBci 5151,2117.99,Liebherr,,E,,Balta,,Su kamera viduje,51.0,,,,,Guzzanti
979,Šaldytuvas Guzzanti GZ 8812A,309.99,Guzzanti,Pastatytas,C,Internal touch control LCD,Balta,250.0,Fridge with freezer inside,177.0,55.9,54.6,131,B,Liebherr
980,Šaldytuvas Gorenje NRK620FABK4,579.99,Gorenje,,E,,Balta,104.0,Su kamera viduje,88.0,,,,,Guzzanti
981,Šaldytuvas Snaigė RF53SM-S5JJ2E0,439.99,Snaigė,Laisvai statomi,F,,Juoda,336.0,Laisvai pastatomas,200.4,595,590,,,Gorenje
982,Šaldytuvas Royal Catering Šaldymo vitrina su stikline apsauga,1009.99,Royal Catering,Laisvai pastatomos,E,Mechaninis,Juoda,175.0,Šaldytuvas su apatiniu šaldikliu,181.0,62.0,64.0,222,C,Snaigė
983,"Neff Neff KI1812FF0 šaldytuvas, pilnos erdvės šaldytuvas",1279.99,Neff,,,,Sidabrinė,47.0,Mini,,,,,,Royal Catering
984,Šaldytuvas su zamrażarką 90 l LD-0110 OPTIMUM,199.99,Optimum,,,,,,,,,,,,Neff
985,Šaldytuvas Liebherr SICNd 5153,2169.99,Liebherr,,,,Balta,,,,47 cm,,,,Optimum
986,Šaldytuvas Severin RKG 8985,639.99,Severin,Pastatytas,D,Internal touch control LCD,Balta,254.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,181,B,Liebherr
987,Šaldytuvas Liebherr IRc 4120,899.99,Liebherr,Laisvai statomi,D,,Ruda,,Su kamera viršuje,166.0,,,,,Severin
988,Šaldytuvas Liebherr ICBb 5152 Prime BioFresh,1889.99,Liebherr,Pastatytas,,Internal touch control LCD,Balta,,Fridge without freezer,,56.0,55.0,65,A,Liebherr
989,Mini šaldytuvas 50 l LD-0055 Inox OPTIMUM,155.99,Optimum,Įmontuojami,B,,Balta,,Su kamera apačioje,1.829,,,,,Liebherr
990,Šaldytuvas Liebherr IRBd 5120,1350.99,Liebherr,,,,Sidabrinė,,,,"47,5 cm",,,,Optimum
991,Šaldytuvas Whirlpool W7X82IW,489.99,Whirlpool,Pastatytas,D,Internal touch control LCD,Balta,294.0,Fridge without freezer,177.0,55.9,54.6,125,B,Liebherr
992,Šaldytuvas Severin Šaldytuvas Severin VKS 8808 bez zamrażarki,309.99,Severin,Laisvai statomi,E,,Balta,231.0,Laisvai pastatomas,191.2,59.6,67.8,,,Whirlpool
993,"Šaldytuvas Ströme HS-108FN/WH kaappipakastin, valkoinen",185.99,Ströme,Laisvai statomi,A+++,,Balta,120.0,Be kameros,84.5,,,,,Severin
994,ETA | Šaldytuvas | ETA253190030E Storio retro | Energy efficiency class E | Free standing | Combi | Height 192 cm | Šaldytuvas net capacity 216 L | Šaldiklis net capacity 84 L | 41 dB | Raudona,885.99,Eta,,,,Balta,,,,0.59,0.6,,,Ströme
995,Šaldytuvas Royal Catering Šaldymo vitrina su plieniniu dangčiu GN1/3 talpoms,1325.99,Royal Catering,Laisvai statomi,E,,Raudona,300.0,Šaldytuvai su šaldikliu apačioje,192.0,,,,,Eta
996,"Šaldytuvas Royal Catering Šaldymo stalas su darbiniu paviršiumi, 2 kameros, 2 stalčiai, 417 l, 275 W",1939.99,Royal Catering,,,,Pilka,76.0,Vitrina,200.0,,,,,Royal Catering
997,Electrolux LNT7ME36X3 Freestanding 366 L E Nerūdijantis plienas,864.99,Electrolux,,,,,,,,,,,,Royal Catering
998,Šaldytuvas LG GBV7280DEV,679.99,LG,Laisvai statomi,,,Pilka,366.0,Su kamera apačioje,,,,,,Electrolux
999,REFRIGERATOR MPM-247-CF-28 TOTAL NO FROST Baltas,349.99,MPM,,D,,Juoda,387.0,Su kamera apačioje,203,,,,,LG
1000,Šaldytuvas Bsh Fclch Chuzhou KFI96AXEA,2179.99,,Laisvai statomi,,,Balta,,,,,,,,MPM
1001,Šaldytuvas Snaigė CC31SM-T1CBFE,382.42,Snaigė,,,,,,,,,,,,Bsh Fclch Chuzhou
1002,Šaldytuvas Arktic Dviejų durų šaldymo stalas su stikline antstale 247 l,1479.99,Arktic,Laisvai pastatomos,E,Mechaninis,pilka,296.0,Saugykla,163.0,60.0,65.0,110,C,Snaigė
1003,"Šaldytuvas Hendi Dviejų durų šaldymo stalas picai su 7 stalčiais, granitinis stalviršis",3007.68,Hendi,,,,,,,,,,,,Arktic
1004,šaldytuvas MPM-116-CJ1-17/E,259.99,MPM,,,,,,,,,,,,Hendi
1005,"Šaldytuvas Whirlpool UW8F2DXBIN2 kaappipakastin, teräs",609.99,Whirlpool,Laisvai statomi,E,,Sidabrinė,,,81.8,,,,,MPM
1006,Candy CBL3518EVW Low Frost šaldytuvas-šaldiklis įmontuojamas 263,399.99,Candy,,,,Sidabrinė,,Be kameros,,0.64,0.73,,,Whirlpool
1007,Amica šaldytuvas-šaldiklis FD2015.4(E),279.99,Amica,Įmontuojami,E,,Netaikoma,263.0,Pastatas,177.2,54,54.5,,,Candy
1008,Amica šaldytuvas-šaldiklis FK2995.2FT(E),485.99,Amica,Laisvai statomi,E,,Balta,126.0,Laisvai pastatomas,123.0,54,57,,,Amica
1009,Šaldytuvas Gorenje NRK6202EW4,469.99,Gorenje,Laisvai statomi,E,,Balta,180.0,Laisvai pastatomas,,54,57.6,,,Amica
1010,Candy Šaldytuvas | CNCQ2T618EB | Energy efficiency class E | Free standing | Combi | Height 185 cm | No Frost system | Šaldytuvas net capacity 235 L | Šaldiklis net capacity 120 L | 38 dB | Juodas,403.93,Candy,Laisvai pastatomos,E,Vidinis elektroninis valdymas,Balta,235.0,Šaldytuvas su apatiniu šaldikliu,200.0,60.0,59.2,246,C,Gorenje
1011,Toshiba šaldytuvas-šaldiklis GR-RB500WE balta,509.99,Toshiba,Laisvai statomi,E,,Juoda,235.0,Laisvai pastatomas,185.0,59.5,66.7,,,Candy
1012,Amica šaldytuvas-šaldiklis BM132.3(E),299.99,Amica,Laisvai statomi,E,,Balta,256.0,Laisvai pastatomas,201.8,67.00,66,,,Toshiba
1013,Samsung šaldytuvas-šaldiklis RB53DG703DS9,809.99,Samsung,Įmontuojami,E,,Netaikoma,100.0,Pastatas,87.5,55.50,54,,,Amica
1014,LIEBHERR ICBb 5152 Įmontuojamas šaldytuvas-šaldiklis,1859.99,Liebherr,Laisvai statomi,D,,šlifuotas plienas,370.0,Laisvai pastatomas,,75.9,71.1,,,Samsung
1015,Šaldytuvas-šaldiklis - MPM-185-KB-41,259.99,MPM,Pastatytas,B,Internal touch control LCD,Balta,202.0,Šaldytuvas su apatiniu šaldikliu,177.2,56.0,55.0,116,B,Liebherr
1016,Šaldytuvas Gorenje NRK619EPXL4,385.99,,Laisvai statomi,E,,Juoda,114.0,Laisvai pastatomas,137.0,55,57,,,MPM
1017,Šaldytuvas Liebherr ICNdi 5153 Integruojamas šaldytuvo ir šaldiklio derinys su „EasyFresh“ ir „NoFrost“,1795.99,Liebherr,Laisvai statomi,E,,Pilka,304.0,Su kamera apačioje,186.0,,,,,Gorenje
1018,REFRIGERATOR MPM-185-KB-42 DARK INOX,249.99,MPM,Integruota,D,,Pilnai įmontuojama,254.0,Su kamera apačioje,177.0,55.9,54.6,,,Liebherr
1019,Amica šaldytuvas-šaldiklis FK200.4(E),329.99,Amica,,,,tamsus inox,,Laisvai pastatomas,,55,57,,,MPM
1020,Šaldytuvas Samsung RB38C7B5C22,945.99,Samsung,Laisvai statomi,E,,Balta,109.0,Laisvai pastatomas,,51.00,49.5,,,Amica
1021,"Šaldytuvas Samsung RB33B612EWW/EF jääkaappipakastin, valkoinen",509.99,Samsung,,C,,Juoda,,Su kamera apačioje,,,,,,Samsung
1022,"Šaldytuvas Royal Catering Gastronominis šaldymo stalas su atbraila ant ratukų, 2 kameros, 260 l",1679.99,Royal Catering,,,,Balta,,Su kamera apačioje,,0.6,0.6,,,Samsung
1023,Bosch šaldytuvas-šaldiklis KU22LVFD0,625.99,Bosch,,,,,,,,,,,,Royal Catering
1024,"Šaldytuvas Ströme HC-689WEN/IX Side By Side, Inox",709.99,Ströme,Įmontuojami,D,,Netaikoma,93.0,Pastatas,,60,55,,,Bosch
1025,"Šaldytuvas Ströme HD-273FN/WH jenkkikaappi, valkoinen",215.99,Ströme,,,,,,,,0.99,0.78,,,Ströme
1026,"Šaldytuvas Ströme HD-449RWEN/BX Prestige jääkaappipakastin, musta inox",479.99,Ströme,,,,Balta,,Su kamera viršuje,,0.57,0.58,,,Ströme
1027,LIEBHERR SUIB 1550 Įmont. šaldytuvas,1189.99,Liebherr,,,,,,,,0.57,0.58,,,Ströme
1028,Manta MM520PS Šaldytuvas 91L Sidabrinis Inox/Juodas,134.99,Manta,Įmontuojami,A+++,,Balta,80.0,Su kamera viduje,88.0,,,,,Liebherr
1029,"Šaldytuvas Upo UCN63EX jääkaappipakastin, teräs",405.99,Upo,,,,,,,,,,,,Manta
1030,"Šaldytuvas Gram KF 481864 FN/1 jääkaappipakastin, valkoinen",615.99,Gram,,,,Balta,,Su kamera apačioje,,0.6,0.6,,,Upo
1031,"Šaldytuvas Royal Catering Dviguba šaldymo spinta su stiklinėmis durimis, 948L",2359.99,Royal Catering,,,,Balta,,Su kamera apačioje,,0.7,0.7,,,Gram
1032,INDESIT | Šaldytuvas | LI9 S2E S | Energy efficiency class E | Free standing | Combi | Height 201.3 cm | Šaldytuvas net capacity 261 L | Šaldiklis net capacity 111 L | 39 dB | Stainless Steel,369.99,Indesit,,,,,948.0,Vitrina,,,,,,Royal Catering
1033,"Šaldytuvas Royal Catering Šaldymo stalas, 4 stalčiai, -2 iki 10°C, 179 cm, nerūdijantis plienas",2465.99,Royal Catering,Laisvai statomi,E,,Pilka,261.0,Šaldytuvas-Šaldytuvas,201.3,595 mm,655 mm,,,Indesit
1034,Šaldytuvas Arktic Nerūdijančio plieno šaldymo stalas su 4 stalčiais ir šoniniu agregatu 280 l,2959.99,Arktic,,,,"Sidabrinė

Pilka",,,,,,,,Royal Catering
1035,"Šaldytuvas Royal Catering Trijų durų šaldymo stalas, 339 L",1885.99,Royal Catering,,,,Pilka,,,,,,,,Arktic
1036,"Arktic Vienų durų baro šaldytuvas gėrimams, 293L, 60cm pločio, juodas",809.99,Arktic,,,,Pilka,,,,,,,,Royal Catering
1037,Funko LG | Šaldytuvas | GBB72PZVCN1 | Energy efficiency class C | Free standing | Combi | Height 203 cm | Šaldytuvas net capacity 277 L | Šaldiklis net capacity 107 L | Ekranas | 35 dB | Nerūdijantis plienas,669.99,Funko,,,,Juoda,293.0,Vitrina,,,,,,Arktic
1038,Amica FK2425.4UNTX šaldytuvas,379.99,Amica,Laisvai statomi,C,,Nerūdijantis plienas,384.0,Su kamera apačioje,203,,,,,Funko
1039,"Šaldytuvas ECG ERB 21732 WE fridge-šaldiklis, 197/65 l",309.99,ECG,Laisvai statomi,F,,Nerūdijantis plienas,227.0,Laisvai pastatomas,164.5,54,55,,,Amica
1040,Šaldytuvas Severin RKG 8984,639.99,Severin,,,,Balta,,,,,,,,ECG
1041,Šaldytuvas LG GBP62PZNBC,809.99,LG,Laisvai statomi,D,,Juoda,,Su kamera viršuje,,,,,,Severin
