id,title,price,brand,Combined_remas,Combined_paskirtis,Combined_tipai,Combined_skersmuo,Combined_gears,Combined_gearsI
1116,"We The People BMX dviratis Wethepeople Nova 20"" 2021, violetinis",270.90,We The People,,"Moterims
Vyrams",,20,6,6
1117,Dviratis 28 Pegasus Solero SL 24g vyr. juodas matinis,759,Pegasus,Aliuminis XL(20) 20 ALLOY,Vyrams,,29,16,16
1118,"Dviratis AZIMUT Holland Retro 28"" 3-speed 2023 cream shiny",336.80,Azimut,,Paaugliams,,,,
1119,"Beaster Scooter El. Dviratis BEASTER, BS115O",1054.90,Beaster Scooter,HI-TEN STEEL HI-TEN STEEL,Vaikams,,24,,
1120,Dviratis Merida BIG.NINE 20-2X matt dark sidabrinis-XL(20) (Dydis: XL(20)),698.90,Merida,Aliuminis 46 cm / XS ALLOY,Paaugliams,,,10,10
1121,"Insera Muffle 26 -fatbike, 48 cm",469.99,Insera,,Vaikams,,20,,
1122,"Dviratis AZIMUT Julie 24"" 2023 light cream",222.80,Azimut,Aliuminis 50 cm / S ALLOY,Paaugliams,,,8,8
1123,Dviratis Cube Nature Pro Trapeze frostwhite'n'pilkas 2023-46 cm / XS (Dydis: 46 cm / XS),868.90,Cube,Plienas,4-6 gadiem,,14,Nėra 1 Nėra 1,1 1
1124,Elektrinis paspirtukas Manta MES2002N,1038.15,Manta,,,,,,
1125,Dviratis Cube Nature shinymoss'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),668.90,Cube,,,,,,
1126,Spin Master Vaikiškas dviratis Paw Patrol The Paw Patrol (14 ),151.53,Toimsa,,,,,,
1127,"Elektrinis dviratis Laifook Dolphin 14"", 250W, 7,8Ah, mėlynas",599.99,Laifook,,,,,,
1128,"Elektrinis dviratis DYU A5, 14"", 250W, 7,5Ah, baltas",679.99,DYU,,,,,,
1129,"Elektrinis dviratis Cmacewheel L26 Mid-Drive, 26"", 750W, 17Ah, pilkas",1529.99,Cmacewheel,,,,,,
1130,"Elektrinis dviratis DYU A5, 14"", 250W, 7,5Ah, juodas",679.99,DYU,,,,,,
1131,"Elektrinis dviratis Cysum M900 Plus, 26"", 1000W, 17Ah Panasonic/LG, žalias",1999.99,Cysum,,,,,,
1132,"Elektrinis dviratis Shengmilo S26, 26"", 500W, 17,5Ah SAMSUNG, juodas",1529.99,Shengmilo,,,,,3,3
1133,"Elektrinis dviratis Fiido C11, 500W, mėlynas",999.99,Fiido,,,,,7,7
1134,"Elektrinis dviratis Samebike CY20, 20"", 350W, 12Ah, mėlynas",999.99,Samebike,,,,,,
1135,"Elektrinis dviratis Fiido T1 Pro, 20"", 750W, 20Ah, žalias",1649.99,Fiido,,,,,,
1136,"Elektrinis dviratis Fiido M1 Pro, 20"", 500W, 12,8Ah, juodas",1149.99,Fiido,,,,,,
1137,"Cysum Elektrinis dviratis Cysun M900 Plus, 26"", 1000W, 17Ah Panasonic/LG juodas",1999.99,Cysum,,,,,,
1138,"Elektrinis dviratis Fiido T2, 20"", 750W, žalias",2149.99,Fiido,,,,,,
1139,"Elektrinis dviratis DYU T1, 20"", 250W, 10Ah, žalias",1019.99,DYU,,,,,,
1140,"Elektrinis dviratis HappyRun G50, 20"", 750W, 18Ah, juodas",1299.99,Happyrun,,,,20,,
1141,"Elektrinis dviratis HappyRun G60, 20"", 750W, 18Ah, pilkas",1449.99,Happyrun,Aliuminis ALLOY,Vaikams,,,1,1
1142,"Radio DARKO Complete Dviratis, 20.5''TT, Juoda",419.99,RADIO,ALLOY ALLOY,Vaikams,,,6,6
1143,"Other BIKE ELECTRIC 20"" VONIQ/N.Mėlynas 8681971227331 CORELLI",1039.99,Other,"CARBON 20"" / L 20 CARBON",,,,12,12
1144,Dviratis Dviratis Cube Numove 160 mėlynas'n'lime 2025,459,Cube,Aliuminis ALLOY,Vaikams,,,,
1145,Dviratis Romet Rambler 20 KID 2 2024 turquoise-mėlynas,223.17,Romet,Aliuminis ALLOY,Vaikams,,,1,1
1146,"Elektrinis dviratis Cube Stereo Hybrid 140 HPC SLX 750 29 liquidblue'n'mėlynas 2024-20"" / L (Dydis: 20"" / L)",5299,Cube,"Aliuminis 19"" 19 ALLOY",,,19,,
1147,"Dviratis Royal Baby BELT Lite 18"" pastel pink",369,Royal Baby,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,,,
1148,Dviratis Dviratis Cube Numove 140 mėlynas'n'lime 2025,429,Cube,Aliuminis ALLOY,Vaikams,,24,3,3
1149,"Dviratis Unibike Fusion 29 2024 juodas-19"" (Dydis: 19"")",869,Unibike,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,28,21,21
1150,"Dviratis Romet Orkan 3 D Lite 28"" 2023 baltas-20"" / L (Dydis: 20"" / L)",405.64,Romet,Aliuminis ALLOY,Moterims,,28,7,7
1151,Dviratis PUKY Skyride 24-3 Classic Alu retro žalias,609.99,Puky,"Aliuminis 17"" / 29 / M 17 ALLOY",Moterims,,17,11,11
1152,"Dviratis Romet Orkan 2 D 2024 turquoise-19"" / L (Dydis: 19"" / L)",391.60,Romet,"Aliuminis 19"" / 29 / L 19 ALLOY",,,19,11,11
1153,"Dviratis AZIMUT Sarema 28"" ALU TX-7 2023 light cream shiny",376,Azimut,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,28,3,3
1154,"Elektrinis dviratis Cube Reaction Hybrid Pro 500 29 blushrose'n'sidabrinis 2023-17"" / 29 / M (Dydis: 17"" / 29 / M)",2244.36,Cube,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,27,21,21
1155,"Elektrinis dviratis Cube Reaction Hybrid Pro 500 29 blushrose'n'sidabrinis 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",2244.36,Cube,Aliuminis ALLOY,Vaikams,,,,
1156,"Dviratis Romet Pop Art Eco 28"" Alu 2022 juodas-20"" / L (Dydis: 20"" / L)",349.50,Romet,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,28,7,7
1157,"Dviratis Romet Wagant 1 2024 sidabrinis-mėlynas-21"" / L (Dydis: 21"" / L)",377.57,Romet,CARBON 62 cm CARBON,,,,12,12
1158,"Dviratis Royal Baby BELT Lite 16"" pastel pink",359,Royal Baby,Aliuminis 21.3,Paaugliams,,28,24,24
1159,"Romet Elektrinis dviratis ProEco:ON Wave LTD 1.0 504Wh graphite-sidabrinis-19"" / L (Dydis: 19"" / L)",1339,Romet,Aliuminis 50 cm / S ALLOY,Moterims,,,30,30
1160,Dviratis Cube Agree C:62 Pro baltas'n'oranžinis 2023-62 cm (Dydis: 62 cm),2805.80,Cube,Aliuminis 50 cm / S ALLOY,Paaugliams,,,10,10
1161,ESPERIA 28andquot; 5300 CROSS ALU 54 24V Matinis Juodas (225300-54),295.99,Esperia,Aliuminis ALLOY,Moterims,,,6,6
1162,Dviratis Cube Nature SLX galactic'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),1402.20,Cube,"Aliuminis 21"" / XL 21 ALLOY",,,21,12,12
1163,Dviratis Cube Nature Pro frostwhite'n'pilkas 2023-50 cm / S (Dydis: 50 cm / S),840.76,Cube,"Aliuminis 18"" / 29 / M 18 ALLOY",Moterims,,18,12,12
1164,"Dviratis Romet Luiza Eco 28"" 2023 pink",321.42,Romet,Aliuminis ALLOY,Vaikams,,,6,6
1165,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 switchblue'n'juodas 2024-21"" / XL (Dydis: 21"" / XL)",3799,Cube,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1166,"Dviratis Cube Acid 29 metalolive'n'juodas 2023-18"" / 29 / M (Dydis: 18"" / 29 / M)",1023.22,Cube,"Aliuminis 18"" / L 18 ALLOY",Paaugliams,,26,21,21
1167,Dviratis Romet Rambler FIT 20 2024 aquamarine-mėlynas-graphite,265.28,Romet,"Aliuminis 17"" / 29 / M 17 ALLOY",,,17,11,11
1168,"Dviratis Romet Rambler R6.1 2024 red-baltas-pilkas-19"" / L (Dydis: 19"" / L)",321.42,Romet,"Aliuminis 19"" / L 19 ALLOY",,,,7,7
1169,"Dviratis Romet ŽALGIRIS R6 juodas-žalias-18"" / L (Dydis: 18"" / L)",475.82,Romet,Aliuminis 44 cm / XS ALLOY,,,,,
1170,"Elektrinis dviratis Cube Reaction Hybrid Pro 750 29 blushrose'n'sidabrinis 2023-17"" / 29 / M (Dydis: 17"" / 29 / M)",2665.44,Cube,ALLOY 10.4Ah ALLOY,,,20,3,3
1171,"Dviratis Romet Rambler R6.1 26"" 2023 juodas-oranžinis-red-19"" / L (Dydis: 19"" / L)",409,Romet,"Aliuminis 19"" / L 19 ALLOY",,,,21,21
1172,Dviratis Merida Crossway 10-V I1 juodas(sidabrinis)-44 cm / XS (Dydis: 44 cm / XS),499,Merida,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,27,21,21
1173,"Dviratis GEOBIKE Carat 2,0 20""–10,4 Ah (Dydis: 10,4 Ah)",1199,Geobike,"Aliuminis 21"" / XL 21 ALLOY",Vyrams,,27.5,7,7
1174,"Dviratis Romet Rambler R6.0 2024 mėlynas-lemon-19"" / L (Dydis: 19"" / L)",297.56,Romet,"Aliuminis 17"" 17 ALLOY",,,17,,
1175,"Dviratis Romet Gazela 0 2024 bright graphite-žalias-20"" / L (Dydis: 20"" / L)",479,Romet,Aliuminis 56 cm / XXL ALLOY,,,,,
1176,"Dviratis Romet Rambler R7.1 27.5"" 2023 juodas-pilkas-auksinis-21"" / XL (Dydis: 21"" / XL)",370.55,Romet,Aliuminis ALLOY,Vaikams,,20,3,3
1177,"Dviratis Unibike Mission 29 2024 juodas-17"" (Dydis: 17"")",659,Unibike,Aliuminis 55 cm / L ALLOY,,,,,
1178,Dviratis Merida Big.Nine 20 VI1 teal-mėlynas(lime)-56 cm / XXL (Dydis: 56 cm / XXL),679,Merida,Aliuminis 51 cm / XL ALLOY,,,,,
1179,Dviratis PUKY Skyride 20-3 Classic Alu retro žalias,549.99,Puky,Aliuminis ALLOY,Vaikams,,20,3,3
1180,Dviratis Merida Crossway 10-V I1 juodas(sidabrinis)-55 cm / L (Dydis: 55 cm / L),499,Merida,"Aliuminis 17"" / M 17 ALLOY",,,,21,21
1181,Dviratis Merida Big.Nine 20 VI1 baltas(violetinė)-51 cm / XL (Dydis: 51 cm / XL),679,Merida,Aliuminis 56 cm ALLOY,,,,10,10
1182,Dviratis PUKY Skyride 20-3 Alu berry,539.99,Puky,"CARBON 21"" / 29 / XL 21 CARBON",Vyrams,,21,12,12
1183,"Dviratis Romet Rambler R6.0 JR 2024 juodas-mėlynas-sidabrinis-17"" / M (Dydis: 17"" / M)",389,Romet,"ALLOY 20"" / L 20 ALLOY",,,,24,24
1184,Dviratis Cube Cross Race flashpetrol'n'žalias 2024-56 cm (Dydis: 56 cm),1249,Cube,Aliuminis 48 cm / S-M ALLOY,,,,,
1185,"Dviratis Cube Reaction C:62 Pro 29 baltas'n'mėlynas'n'red 2023-21"" / 29 / XL (Dydis: 21"" / 29 / XL)",1682.92,Cube,Aliuminis S(47) 47 ALLOY,Paaugliams,,28,18,18
1186,"Dviratis Romet Rambler R7.3 2024 mėlynas-yellow-20"" / L (Dydis: 20"" / L)",470.21,Romet,"Aliuminis 21"" / L 21 ALLOY",Paaugliams,,27,21,21
1187,Dviratis Merida Crossway 10-V I1 juodas(sidabrinis)-48 cm / S-M (Dydis: 48 cm / S-M),499,Merida,"Aliuminis 19"" / M 19 ALLOY",Paaugliams,,27,21,21
1188,Dviratis Merida CROSSWAY 100 glossy juodas-S(47) (Dydis: S(47)),588.11,Merida,"Aliuminis 19"" / L 19 ALLOY",Vyrams,,,7,7
1189,"Dviratis Romet Wagant 4 2024 sidabrinis-juodas-21"" / L (Dydis: 21"" / L)",489.86,Romet,"Aliuminis 23"" / 29 / XXL 23 ALLOY",,,23,12,12
1190,"Dviratis Romet Wagant 0 2024 bright graphite-žalias-19"" / M (Dydis: 19"" / M)",349.50,Romet,"Aliuminis 21"" 21 ALLOY",,,21,,
1191,"Dviratis Romet Orkan D Lite 28"" 2023 violet-pink-19"" / L (Dydis: 19"" / L)",265.28,Romet,"Aliuminis 19"" / L 19 ALLOY",,,,24,24
1192,"Elektrinis dviratis Cube Reaction Hybrid Race 625 29 olive'n'žalias 2023-23"" / 29 / XXL (Dydis: 23"" / 29 / XXL)",2805.80,Cube,Aliuminis 51 cm / XL ALLOY,,,,,
1193,"Dviratis Unibike Flash GTS 2024 juodas-21"" (Dydis: 21"")",659,Unibike,"Aliuminis 23"" / XL 23 ALLOY",Paaugliams,,27,21,21
1194,"Dviratis Romet Jolene 7.2 2024 violetinė-19"" / L (Dydis: 19"" / L)",442.13,Romet,Aliuminis ALLOY,Vaikams,,,1,1
1195,Dviratis Merida Big.Nine 20 VI1 matt fall žalias(juodas)-51 cm / XL (Dydis: 51 cm / XL),679,Merida,Aliuminis 46 cm / XS ALLOY,,,,10,10
1196,"Dviratis Romet Wagant 3 2024 dark auksinis-23"" / XL (Dydis: 23"" / XL)",419.68,Romet,"Aliuminis 19"" / 29 / L 19 ALLOY",Vyrams,,19,12,12
1197,Dviratis Dviratis Cube Numove 120 RT juodas'n'oranžinis 2025,399,Cube,Aliuminis,,,29,"Shimano Tourney TY300, 24 pavarų Shimano ST-EF500",3
1198,Dviratis Cube Nature EXC Trapeze polarsilver'n'juodas 2023-46 cm / XS (Dydis: 46 cm / XS),1023.22,Cube,"Aliuminis 19"" / L 19 ALLOY",Paaugliams,,26,21,21
1199,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 pilkas'n'metal 2023-19"" / 29 / L (Dydis: 19"" / 29 / L)",3016.34,Cube,"Aliuminis 20"" / XL 20 ALLOY",,,20,16,16
1200,Dviratis 29 CLASSIC TEAM 29 24k 29 juodas classic,507,CLASSIC,HI-TEN STEEL HI-TEN STEEL,Vaikams,,14,1,1
1201,"Dviratis Romet Jolene 6.1 26"" 2022 žalias-violet-19"" / L (Dydis: 19"" / L)",293.35,Romet,Aliuminis 50 cm / S ALLOY,Paaugliams,,,8,8
1202,"Dviratis Romet Rambler FIT 26 2024 bordo-sidabrinis-20"" / XL (Dydis: 20"" / XL)",419.68,Romet,Aliuminis 23,Moterims,,23,24,24
1203,Dviratis Karbon Niki 14 žalias-mėlynas,189,Karbon,Aliuminis 38 cm / S ALLOY,,,,,
1204,Dviratis Cube Nature graphite'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),644.25,Cube,"Aliuminis 20"" / L 20 ALLOY",Paaugliams,,,,
1205,"Dviratis UNIBIKE Vision GTS 2022, juodas (Dydis: 23"")",495.93,Unibike,"Aliuminis 19"" 19 ALLOY",,,19,,
1206,Dviratis Merida Big.Seven 20 VI1 baltas(violetinė)-38 cm / S (Dydis: 38 cm / S),669,Merida,Aliuminis 54 cm / M ALLOY,Moterims,,,10,10
1207,"Dviratis Romet Orkan 3 M Lite 28"" 2023 juodas-sky mėlynas-20"" / L (Dydis: 20"" / L)",529,Romet,,Paaugliams,,,,
1208,"Dviratis Unibike Move 29 2024 juodas-19"" (Dydis: 19"")",659,Unibike,"CARBON 17"" / L 17 CARBON",,,,12,12
1209,Dviratis Cube Nature SLX pilkas'n'juodas 2023-54 cm / M (Dydis: 54 cm / M),1402.20,Cube,"Aliuminis 20"" / XL 20 ALLOY",Paaugliams,,27.5,,
1210,"Insera Central 7-v -polkupyörä, 50 cm",419.99,Insera,Aliuminis 48 cm / L ALLOY,,,,,
1211,"Elektrinis dviratis Cube AMS Hybrid ONE44 C:68X SLT 400X 29 carbon'n'golddust 2025-17"" / L (Dydis: 17"" / L)",7999,Cube,"ALLOY 19"" / M 19 ALLOY",Paaugliams,,27,7,7
1212,"Dviratis Romet Rambler FIT 27.5"" 2023 juodas-red-20"" / XL (Dydis: 20"" / XL)",433.71,Romet,Aliuminis 47 cm / L ALLOY,,,,,
1213,Dviratis Merida Big.Seven 20 VI1 baltas(violetinė)-48 cm / L (Dydis: 48 cm / L),669,Merida,"Aliuminis 20"" / L 20 ALLOY",,,,10,10
1214,"Dviratis Romet Wagant 1 2024 juodas-red-19"" / M (Dydis: 19"" / M)",377.57,Romet,Aliuminis ALLOY,Vaikams,,,1,1
1215,Dviratis Merida Matts 70 I1 oranžinis(red)-47 cm / L (Dydis: 47 cm / L),799,Merida,"Aliuminis 19"" / L 19 ALLOY",,,,,
1216,"Dviratis Romet Rambler R9.3 CS 2024 baltas-graphite-turquoise-20"" / L (Dydis: 20"" / L)",560.04,Romet,"CARBON 20"" / 29 / L 20 CARBON",Vyrams,,20,12,12
1217,Dviratis Dviratis Cube Numove 120 RT mėlynas'n'lime 2025,399,Cube,Aliuminis 50 cm / S ALLOY,Paaugliams,,,30,30
1218,"Dviratis Romet Mustang M7.1 27.5"" 2023 juodas-red-19"" / L (Dydis: 19"" / L)",489.86,Romet,"CARBON 20"" / 29 / L 20 CARBON",Vyrams,,20,12,12
1219,"Elektrinis dviratis Cube Stereo Hybrid 140 HPC SLX 750 29 liquidblue'n'mėlynas 2023-20"" / 29 / L (Dydis: 20"" / 29 / L)",4209.40,Cube,"Aliuminis 21"" / 29 / XL 21 ALLOY",Vyrams,,21,12,12
1220,Dviratis Cube Nature Pro auksinis'n'juodas 2023-50 cm / S (Dydis: 50 cm / S),840.76,Cube,Aliuminis 46 cm / XS ALLOY,,,,9,9
1221,"Dviratis Cube Elite C:68X SLX 29 teamline 2023-20"" / 29 / L (Dydis: 20"" / 29 / L)",4209.40,Cube,"Aliuminis 18"" / M 18 ALLOY",Paaugliams,,,,
1222,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 olive'n'žalias 2023-21"" / 29 / XL (Dydis: 21"" / 29 / XL)",3016.34,Cube,"Aliuminis 23"" / 29 / XXL 23 ALLOY",Vyrams,,23,12,12
1223,Elektrinis dviratis Cube Nuride Hybrid Performance 500 Allroad Easy Entry metalblue'n'red 2023-46 cm / XS (Dydis: 46 cm / XS),2033.82,Cube,,,,,,
1224,"Dviratis Romet Orkan 3 M Lite 28"" 2023 graphite-lemon-18"" / M (Dydis: 18"" / M)",419.68,Romet,Aliuminis 54 cm / M ALLOY,Moterims,,,8,8
1225,"Elektrinis dviratis Cube Reaction Hybrid Race 750 29 olive'n'žalias 2023-23"" / 29 / XXL (Dydis: 23"" / 29 / XXL)",3016.34,Cube,Aliuminis ALLOY,Vaikams,,,,
1226,"Author Solution 29'' dviratis, sidabrinis, 52cm",539.99,Author,,Vyrams,,,11,11
1227,Elektrinis dviratis Cube Supreme Hybrid Pro 625 Easy Entry red'n'juodas 2023-54 cm / M (Dydis: 54 cm / M),2525.08,Cube,,Vyrams,,,,
1228,"Dviratis Royal Baby BELT Lite 16"" pilkas mėlynas",359,Royal Baby,,"Moterims
Vyrams",,,7,7
1229,"Dviratis Vaast A/1 APEX 1X 700C, dydis L 56 cm, juodos spalvos",1929.99,Vaast,,,,21,,
1230,"Dviratis Vaast U/1 700C, M (46cm), mėlynas (Gloss mėlynas)",899.99,Vaast,,,,,,
1231,The-sliders Lite Navy Mėlyna bike- hulaj leg 2in1,569.99,The Sliders,,"Moterims

Vyrams

Paaugliams",,,,
1232,"Sharp Hibridinis elektrinis dviratis, 21"", 250W, Sidabrinės spalvos (BK-RS08-ES)",2049.99,Sharp,,Vyrams,,,,
1233,"GZR Juodas Raw 3.0 -sähköfatbike, 17",3129.99,GZR,,Vaikams,,,,
1234,"Helkama jopo -polkupyörä, valkoinen, 24",409.99,Helkama,,,,,21,21
1235,"Baana Noux -gravelpyörä, L/56 cm",1419.99,Baana,,,,,,
1236,Spin Master Vaikiškas dviratis Paw Patrol The Paw Patrol 1281 (12 ),148.99,Toimsa,,,,,7,7
1237,"Elektrinis dviratis Fafrees F28 MT, 27.5"", juodas, 250W, 14,5Ah",934.99,Fafrees,,,,,,
1238,"Elektrinis dviratis Fafrees F20 Mate 20"", mėlynas, 500W, 18,2Ah",2422.49,Fafrees,,,,,,
1239,"Elektrinis dviratis Eleglide C1 ST Mid-Drive, 27.5"", 250W, Mid-Drive, 14,5Ah, pilkas",1399.99,Eleglide,,,,,,
1240,"Elektrinis dviratis Fafrees F26 Pro 26"", žalias, 250W,14,5Ah",1189.99,Fafrees,,,,,7,7
1241,"Elektrinis dviratis Fafrees F28 MT, 27.5"", baltas, 250W, 14,5Ah",934.99,Fafrees,,,,,,
1242,"Elektrinis dviratis Fafrees F20 X- Max 20"", pilkas, 750W, 30Ah",2039.99,Fafrees,,,,,21,21
1243,"Elektrinis dviratis FAFREES F20 Pro, 20"", violetinis, 250W, 18Ah",1359.99,Fafrees,,,,,,
1244,"Elektrinis dviratis Fafrees FF20 Polar 20"", raudonas, 500W, 20,8Ah",1869.99,Fafrees,,,,,,
1245,"Elektrinis dviratis Fafrees F28 MT, 27.5"", juodas, 250W, 14,5Ah",934.99,Fafrees,,,,,,
1246,"Elektrinis dviratis Duotts N26, 26"", 1500W, 20Ah SAMSUNG, juodas/raudonas",2039.99,Duotts,Aliuminis,Apytikslis amžius 5-7 metų Vaikams,,20 20,SHIMANO Nexus SHIMANO Nexus SL-C3000 Revoshift 7,7
1247,"Elektrinis dviratis FAFREES F1-38C, 28"", baltas",1019.99,Fafrees,Aliuminis Vyriškas,Vyrams,Vieta,28 28,Shimano Deore RD-M6000-SGS Shimano SL-T6000 10 Išorinės,10 Nėra
1248,"Elektrinis dviratis Fafrees FM9 29"", pilkas, 250W, 15Ah",2124.99,Fafrees,Aliuminis,Apytikslis amžius 7-9 metų Vaikams,,24 24,SHIMANO Tourney RD-TY200 SHIMANO SL-RS36 Revoshift 18,18
1249,Dviratis 20 Pegasus Avanti 7g wave baltas 28 cm,649.95,Pegasus,Aliuminis Unisex,Vyrams,Vieta,28 28,Shimano Deore RD-M6000-SGS Shimano SL-T6000 10 Išorinės,10 Nėra
1250,Dviratis 28 elektrinis Bulls Lacuba EVO 10 740wh vyr. 10g mėlynas,4099,Bulls,Aliuminis Vyriškas,Vyrams,Vieta,28 28,Shimano Nexus 5 Shimano Nexus 5 5 Vidinės,5 Nėra
1251,Dviratis 24 Pegasus Avanti 18g juodas 32 cm,599.95,Pegasus,Aliuminis Unisex,Vyrams,Vieta,28 28,Shimano Nexus 8 Shimano Nexus SL-C6000 Revoshift 8 Vidinės,8 Nėra
1252,Dviratis 28 elektrinis Bulls Lacuba EVO 10 555Wh 10g wave mėlynas,3799,Bulls,,,,,5,5
1253,Dviratis 28 elektrinis Bulls Tourer EVO 5R FIT 555Wh vyr. 5g juodas,4149,Bulls,Aliuminis Vyriškas,Vyrams,,28 28,SHIMANO GRX RD-RX812 Shadow Plus SHIMANO GRX ST-RX810,1
1254,Dviratis 28 elektrinis Pegasus Ravenna EVO 8F NL 500Wh wave 8g t.žalias,3499,Pegasus,Aliuminis,Vyrams,,29 29,SHIMANO Deore XT RD-M8100-12-SGS Shadow Plus SHIMANO Deore SL-M6100-IR I-Spec EV,1
1255,"Elektrinis dviratis Eleglide T1 Step-Thru 27.5"", 250W, 13Ah, baltas",1189.99,Eleglide,Aliuminis,Apytikslis amžius 5-7 metų Vaikams,,20 20,Shimano Tourney TY-300 7,7
1256,Dviratis 28 Bulls Trail Grinder 11g GRAVEL mėlynas,2399,Bulls,Aliuminis Moteriškas,Vyrams,Hibridinis/krosinis,28 28,Shimano Tourney RD-TY300 Shimano Tourney ST-EF41 21,21 3
1257,Dviratis 29 Bulls Copperhead 3 Plus 12g juodas,1699,Bulls,Aliuminis Moteriškas,Vyrams,Vieta,28 28,Shimano Nexus 8 Shimano Nexus SL-C6000-8 8 Vidinės,8 Nėra
1258,Dviratis 20 Classic Avenue baltas + ruda basket,467,CLASSIC,Aliuminis,Apytikslis amžius 7-9 metų Vaikams,,24 24,SHIMANO Nexus SHIMANO Nexus SL-3S41E Revoshift 3,3
1259,Dviratis 28 Bulls Wildcross trapez 21g raudonas,649.95,Bulls,,,,,5,5
1260,Dviratis 28 elektrinis Pegasus Solero E8F Lite 400Wa baltas + spyna AXA Victory+Akkuschlos Bosch,2849,Pegasus,,,,,,
1261,Dviratis 24 Pegasus Avanti 3g wave juodas 32 cm,599.95,Pegasus,Aliuminis,Vyrams,,29 29,Shimano Tourney RD-TY300 Shimano Tourney ST-EF41,3
1262,"Elektrinis dviratis Eleglide T1 27.5"", 250W, 13Ah, pilkas",1189.99,Eleglide,Plieninis,Apytikslis amžius 3-4 metų Vaikams,,16,,
1263,"Elektrinis dviratis Eleglide M2, 27.5"", 250W, 15Ah, juodas",1019.99,Eleglide,Aliuminis Moteriškas,Vyrams,Vieta,28 28,SHIMANO Nexus SG-3C41 SHIMANO Nexus SL-3S41E Revo Shifter 3 Vidinės,3 1
1264,Dviratis 29 Bulls Wildtail 1 Disc 21g vyr.raudona/juoda,599.95,Bulls,Aliuminis Vyriškas​,Vyrams,,28,Nėra Shimano Revo SL-RS36 Išorinės,1
1265,Dviratis 16 Classic girl baltas + baltas bask+B105:B121et,253,CLASSIC,Aliuminis Vyriškas,,Kalnų MTB,29,"Shimano Deore, 10 greičių Shimano Alivio Išorinės",1
1266,Dviratis 28 Pegasus Bici Italia 3g šv. rožinis,599.95,Pegasus,CrMo,,,20 20,,1
1267,Dviratis 28 CLASSIC DELUXE 7 MEN ALU EQ 28 juodas classic,507,CLASSIC,Aliuminis Unisex,,Sulankstomi,20 20,Shimano 7-pavarų Shimano Išorinės,1
1268,"Dviratis 29"" elektrinis Bulls Sonic EVO 1 vyr. 500Wh 10g raudonas",3599,Bulls,Plieninis,,,20.5 20,,
1269,Dviratis 20 KHE BMX SILENCER LT juodas,599,KHE,Plieninis Unisex​,,,24,Nėra Nėra Nėra,1
1270,Volta Motors Dviratis 20 elektrinis sulankstomas FAT VTA VB2 250W juodas,899,Volta Motors,Plieninis,,,29,"Shimano Tourney RD-TY300, 24 pavarų Shimano ST-EF500, 3x8",3
1271,"Dviratis 20,5 HARO BMX INSPIRED mėlynas",469,HARO,Plieninis,,,29,"Shimano Tourney RD-TY21, 21 pavarų Shimano SL-RS35 Revoshift, 3x7 21",21 3
1272,Dviratis 24 CLASSIC FUNK 24 1s 24 sidabrinis classic,284,CLASSIC,Aliuminis Unisex,,Vieta,20,Shimano 7 pavarų Shimano pavarų perjungimo rankenėlės 7 Išorinės,7 1 priekinė žvaigždė
1273,Dviratis 29 CLASSIC PRO 29 Disc 24spetallic classic,609.01,CLASSIC,Plieninis Moteriškas​,,,28,Nėra Shimano Revo SL-RS36 7 Išorinės,7 1
1274,Dviratis 29 CLASSIC TEAM 29 21sp mėlynas classic,487,CLASSIC,Aliuminis,,,20 20,Vidinės,1
1275,Dviratis 20 elektrinis Engwe L20 500 Wh žalias,1049,Engwe,Aliuminis,,,20 20,Vidinės,1
1276,Dviratis 28 CLASSIC ELEGANCE 28 7sp baltas + basket classic,476.99,CLASSIC,Aliuminis Vyriškas,Paaugliams,,28 28,"Shimano GRX RX400, Shadow Plus Shimano GRX 400 2x10",2
1277,"Dviratis 20"" Pegasus sulankstomas Alu D3A Low 3-G Nexus baltas/pilkas",699.95,Pegasus,Karboninis Vyriškas,Paaugliams,,28 28,SHIMANO GRX RD-RX812 Shadow Plus SHIMANO GRX ST-RX600,1
1278,"Dviratis 20"" Pegasus sulankstomas Alu P8A 8-G matt juodas",699.95,Pegasus,Aliuminis Unisex,Moterims,Vieta,28 28,Nėra Nėra vienos pavaros,1
1279,"Dviratis 28"" GT GRADE COMP juodas (G11502M20/ING)",1599.90,GT-,Aliuminis Vyriškas,Paaugliams,Vieta,28 28,Nėra Nėra vienos pavaros,1
1280,"Dviratis 28"" Bulls Machete Gravel 11g žalias",2599,Bulls,Aliuminis,Vaikams,,26 26,"microSHIFT RD-M26 MicroSHIFT MEZZO TS38-7, 3x7",3
